sample_id,smiles,is_valid,is_unique,in_training_set
230,[*]CC(=O)Oc1ccc(C2(c3ccc(O[Si](C)(C)CC)c([*])c3)C(=O)c3ccccc32)cc1C,True,True,False
231,[*]C(=S)Nc1ccc(N2CC([*])(c3ccccc3)C(=O)C2)c2ccccc21,True,True,False
232,[*]C1CCC([*])C1C(=O)Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1OCC,True,True,False
233,[*]CC([*])(CC(=O)Oc1ccc(-c2ccc(C(=O)OCC(C)CCCCCCCC)cc2)s1)C(F)(F)F,True,True,False
234,[*]C(=O)c1ccc(-c2ccc3c(c2)[PH](=O)(C)N(C(=O)c3ccc([*])cc3)CCCCCC)cc1,False,True,False
235,[*]CC(C)COC(=O)c1cc(C(=O)O)c(OC(=O)C(C)CCCCCCCCC(C)c2ccc(C(=O)O[*])cc2)cc1,True,True,False
236,[*]CCc1cccc(S(=O)(=O)Nc2ccc(NC(C)CCCCCCC)cc2)c1[*],True,True,False
237,[*]/N=C/c1ccc(-c2ccc(NC(=O)c3ccc(/N=C/c4ccc(O[*])cc4)cc3)nc2OC)cc1,True,True,False
238,[*]Nc1ccccc1C(=O)OC1(C)CC(OC(=O)c2ccc(Sc3cccc(C([*])=O)c3)cc2)N1,True,True,False
239,[*]CCCCCOC(=O)N(C)c1ccc(CNC(=O)/C=C/C(=O)Oc2nnc([*])o2)cc1,True,True,False
240,[*]c1cc(OCCCCCCCC)c(/N=N/c2ccc3c(c2)C(=O)N(c2cc(N=[*])ccc2Cl)C4=O)c(OCC)c1,False,True,False
241,[*]OP(=O)(O[*])c1cc(OC(=O)c2ccc(OCC)cc2)c(C)c(O)c1OC,True,True,False
242,[*]Nc1ccc(C(=O)NC(=O)C(c2ccc(C#N)cc2)c2ccc(C([*])(C)C)s2)cc1,True,True,False
243,[*]CNC(=O)C1CCCC(CCCCCCCCC([*])=O)C1O,True,True,False
244,[*]CCC(c1ccc(CC)c(S(=O)(=O)c2ccc(O)cc2)c1[*])OC[SiH](C)(C)C,True,True,False
245,[*]CC([*])(O)OC(=O)NOCCCC(=O)Sc1ccccc1,True,True,False
246,[*]CCCCCC(C)c1ccccc1C(=O)Oc1ccc(SCC(C)(Cl)OC2=C[Ge]C([*])C2)cc1,True,True,False
247,[*]Nc1ccc(CC(Cl)COc2ccc(OC([*])=O)cc2)c(C)c1,True,True,False
248,[*]Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(NC([*])=O)cc3)C4=O)cc2)cc1,True,True,False
249,[*]OCCCCCOC(=O)Nc1ccc(CC(C)(CO)c2ccc(C([*])=O)cc2)cc1,True,True,False
250,[*]Oc1ccc(C(=O)Oc2ccc(C(C)(CC)c3ccc(OC(=O)N(CC)c4ccc(N([*])C)cc4)cc3)cc2)cc1,True,True,False
251,[*]CC(C)(C)C(=O)S/C=C(/CC)COc1ccc(S([*])=O)cc1,True,True,False
252,[*]CC([*])CNc1ccc(C(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1,True,True,False
253,[*]/N=C/c1ccc(N(CCCCCCC)C(=O)c2ccc([Si]([*])(C)COC(C)=O)cc2)cc1,True,True,False
254,[*]CCCC(=O)Nc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)c(C(=O)OC(=O)c2ccc(OC(C)=O)c([*])c2)c1,True,True,False
255,[*]CNC(=O)CCCc1ccc(C(=O)NNC([*])=O)cc1,True,True,False
256,[*]COc1ccccc1OC(=O)c1ccc([Si](C)(C)O[Si](C)(C)CCC(=O)NC([*])=O)cc1,True,True,False
257,[*]CC(=O)NCC/N=C/CCCCOC(=O)C(CCc1ccc(/N=N/c2ccccc2)cc1)N[*],True,True,False
258,[*]OS(=O)(=O)c1ccccc1Oc1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,True,True,False
259,[*]C=C(C)c1ccc(OC(=O)CNc2cccc([*])c2)cc1CO,True,True,False
260,[*]CNC(=O)CCCC(=O)Oc1ccc(C(C)(C)OC(=O)N2C=CC(C([*])=O)CO2)cc1,True,True,False
261,[*]CC=CC([*])CCCCCC(=O)Nc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1,True,True,False
262,[*]Oc1cc(C([*])[2H])cc(OC(=O)c2ccc(C(C)(C)C)cc2)c1,True,True,False
263,[*]Nc1cc(-c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc([Si](CCCCCCCCCCCCCC)(CCCCCCCC)C(=O)OCCCCCCCC)c1,True,True,False
264,[*]OCC(C)(C)OC(=O)c1ccccc1S(=O)(=O)OCC#Cc1ccc(-c2nc3ccc(C([*])=O)cc3)cc2)cc1,False,True,False
265,[*]C[Si]([*])(C)CCc1ccc(C(=O)OCCN2CCC(CC)CC2)cc1,True,True,False
266,[*]CC(=O)Nc1cccc([PH](=O)(COC(=O)N([*])C)[PH](=O)(F)F)c1,True,True,False
267,[*]/C=C/C(C)(C)C([*])(C)NC,True,True,False
268,[*]Sc1ccc([*])n1C(=O)NCCCNc1ccc(N(C)CCCCCCCCCCC)cc1,True,True,False
269,[*]CNc1ccc(NC(=[*])OCCCC)cc1-c1ccc(OC)cc1,True,True,False
270,[*]C(=O)Nc1ccc(C(=O)OCC1CC(C(C)(C)c3ccc(NC([*])S)cc3)N2)cc1,False,True,False
271,[*]CC([*])(C)C(=O)Oc1cccc(OCCCCO[Ca]C)c1,True,True,False
272,[*]C(=O)CCCCCCNC(=O)SCC([*])=O,True,True,False
273,[*]CC([*])c1ccc2c(C(C)=O)c3ccccc3c1Cl,False,True,False
274,[*]C([*])c1ccc(OC(=O)c2ccc(C(c3ccccc3)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c(C)c1,True,True,False
275,[*]Oc1ccc(C(F)(F)C(F)(F)c2ccc(OC(=O)c3ccc(/C(C)=N/NC([*])=O)cc3)cc2)c2ccccc12,True,True,False
276,[*]C([*])=NC1CCC(=O)N(c2ccccc2)C1=O,True,True,False
277,[*]COc1ccc(CCSC(=O)Cc2ccc(-c3ccc(C([*])=O)cc3)nc2)cc1,True,True,False
278,[*]CC([*])(C)C(=O)c1ccc(-c2ccc(-c3ccc(C(=O)OCCCCC(=O)c4ccc(OC)cc4)cc3)cc2)cc1,True,True,False
279,[*]Nc1c(C)cc(COC(=O)c2ccc(OC([*])=O)cc2)c(C=C)c1OC,True,True,False
280,[*]c1ccc(C([*])(C)C)cc1S(=O)(=O)CCCCCCCC(CC)CC,True,True,False
281,[*]SC(C)(C)C([*])C1CCCC1C,True,True,False
282,[*]CC([*])(C)C(=O)c1ccc(OCC(O)CCCCCCC)cc1,True,True,False
283,[*]CCC([*])c1ccc(C(=O)OCCCCCCCCCCCCNc2ccc(C)cc2)cc1,True,True,False
284,[*]CCCCCCCCCCCNC(=O)c1cc(OC(=O)CCCCCCC(=O)NCC(=O)O[*])cc(-c2ccc(OS(=O)(=O)O)cc2)c1,True,True,False
285,[*]CCCCOc1ccc(NC(=O)CCCCCCCCCCCCCCC/N=C/c2cccc(C(=O)c3ccc(O[*])cc3)c2)cc1,True,True,False
286,[*]Oc1ccc(C(Oc2ccc(-c3c(C)scc3)c([*])c2C)C(C)C)cc1,True,True,False
287,[*]CC[Si]([*])(C)CCCOc1ccc(-c2ccc(-c3ccc(C(C)=O)cc3)cc2)cc1,True,True,False
288,[*]NC(=O)OC(c1ccccc1)C(F)(F)C(O)(O[*])C(F)(F)F,True,True,False
289,[*]CCCCCCCCCCCOc1c(F)cc(/N=C/c2ccc(OCCCCCC)cc2)cc1C([*])OCCC,True,True,False
290,[*]COc1ccc(Oc2ccc(-c3ccccc3)c(OCc3cc(C)c([*])cc3C)c2)cc1,True,True,False
291,[*]CCCCCCCCCNC(=O)C(CCC)c1ccc(/C=N/c2ccc(C(C)C)nc2)cc1N[*],True,True,False
292,[*]Oc1ccc(C(=O)O[Si](C)(C)c2ccc(Oc3ccc(/C=N/c4ccc([*])cc4)cc3)cc2OC(C)=O)cc1,True,True,False
293,[*]CCCCCCc1ccc(NC(=O)c2ccc3cc(c2)C(CCCCCCCCCC)(Cc3ccccc3)NNC([*])CC2)cc1,False,True,False
294,[*]N=C(c1ccc([Si]([*])(C)C)c(C#N)c1)c1ccccc1,True,True,False
295,[*]C(=O)c1ccc(OC(=O)c2ccc3c(c2)C(=O)Oc2ccc(C(=[*])c4ccccc4)cc2)c(O)c1,False,True,False
296,[*]CC(CCC(=O)NNC(C)C)COC([*])=S,True,True,False
297,[*]CCCCCCCCCNC(=O)CCCCCCCCC(=O)NCC1CCN(C(=O)C(C)CC(=O)O[*])CC1,True,True,False
298,[*]CC(=O)OC(=O)NCNC(=O)CCNC(=O)/C=C/c1ccc(C(C)(C)c2ccc(OS(=O)(=O)O[*])cc2)cc1,True,True,False
299,[*]CC(CC)(C)COC(=O)c1ccc(C(=O)Oc2c(C([*])=O)cccc2C(C)C)cc1,True,True,False
300,[*]O[Si](C)(C)C(=O)c1ccc(Oc2ccc(-c3ccc([*])o3)cc2)c(C(C)C)c1,True,True,False
301,[*]CCC(=O)NCCOCCCCCCCCCCCCCNC(=O)c1ccc(S(=O)(=O)CCc2ccc(S[*])cc2)cc1,True,True,False
302,[*]CC(C)NC(=O)C1CC(C(=O)N[*])C1C,True,True,False
303,[*]CC([*])(CC[Sn](C)(C)C)OCCCCCCO,True,True,False
304,[*]C(=O)c1cc(C)c(Nc2ccc(CC(=O)Nc3ccc([*])cc3)cc2)c(C)c1C,True,True,False
305,[*]NC=C(C#N)c1ccc(C(=O)Oc2ccc([*])s2)cc1,True,True,False
306,[*]Oc1ccc(C(=O)c2ccc(Oc3ccc(Oc4cccc([*])n4)cc3)cc2)cc1O,True,True,False
307,[*]NC1CCC(=O)N(CCOc2ccc(Br)cc2)C(=O)NC(=O)C1[*],True,True,False
308,[*]Oc1ccc(-c2cc(Br)c([*])cc2[PH](=O)=C(C)C)c(F)c1,True,True,False
309,[*]/C=C/[Si](C)(C)CCCCOc1c(Cl)cc(C(=O)c2ccc(O[*])cc2)c(C)c1Br,True,True,False
310,[*]c1ccc(-c2ccc(C(C)(C)c3ccc(NC(=O)c4cc(C(=O)OCC(C)(C)c5ccc([*])cc5)ccc4C)cc3)cc2)c(C)c1,True,True,False
311,[*]c1cccc(OC(=O)CCCCCCCCCCC(=O)Nc2cc(Br)c([*])cc2CC(F)(F)C(F)(F)F)c1,True,True,False
312,[*]OCCCCCCCCN(C)C(=O)Cc1ccc(C(C)(C)c2ccc(/C=N/c3ccc([*])o3)cc2)cc1,True,True,False
313,[*]CC([*])CNC(=O)c1ccc(S(=O)(=O)OCCCCCCCCCOc2ccc(C(=O)NCC)cc2)cc1,True,True,False
314,[*]C(=O)Nc1ccc(Oc2cccc(S(=O)(=O)c3ccc(OC(=O)c4ccc([*])cc4)cc3)c2)c(N)c1,True,True,False
315,[*]CC/C=C/c1ccc(C(CO)C(=O)CCCCC[PH]([*])=O)cc1,True,True,False
316,[*]CCCCCCCC(=O)OCCCCOSCCOC(=O)c1cccc([*])c1,True,True,False
317,[*]Cc1ccc(CC(C)(C)C2CCC3CCC([*])OC24)cc1,False,True,False
318,[*]Nc1ccc(C(=O)OCC(C)CCCCS[*])cc1,True,True,False
319,[*]C(C)[Si]([*])(C)CCCOc1ccc2c(c1)c1ccccc12,True,True,False
320,[*]CCOCC(C)CCCCCCCOC(=O)c1ccc(C(=O)O[*])c(Nc2ccccc2)c1,True,True,False
321,[*]CC(C)CNC(=O)Oc1ccc(C(O)C(=O)c2cccc(C([*])=O)c2)cc1,True,True,False
322,[*]CC(C)(C)CC(=O)Nc1ccccc1C#Cc1ccc(C(=O)O[*])cc1,True,True,False
323,[*]C(=O)Nc1cccc(O/N=C/c2ccc([N+](=O)[O-])cc2)c1C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc([*])cc1,True,True,False
324,[*]Oc1ccc(C(=O)Oc2ccc(S(=O)(=O)OCCCCCCOC(C)(C)C)cc2)c(C([*])=O)c1,True,True,False
325,[*]CC([*])(C)C(=O)OCCCCSCCCCCCCCOC(=O)c1ccc(Cl)cc1,True,True,False
326,[*]CC(=O)OCCCCCCCCNC(=O)C(C)CS(=O)(=O)C1CC([*])C1=O,True,True,False
327,[*]CC#CCOC(=O)OCC(CCCCCCOc1ccc(/N=N/c2ccc(C(C)(C)C)cc2)cc1)C(C)OC([*])=O,True,True,False
328,[*]CC([*])(C)C(=O)OCCOc1ccc(N2C(=O)c3ccccc3C2=O)cc1,True,True,False
329,[*]Oc1ccc(C(=O)N2CCC(Oc3ccc(S(=O)(=O)c4ccc(-c5ccc([*])cc5)cc4)cc3)O2)cc1,True,True,False
330,[*]COC(=O)c1ccc(OCCCCCCC(CO[*])C(=O)Oc2ccc(OC)cc2)c(S(F)(F)F)c1,True,True,False
331,[*]CC([*])(C)CCC(=O)Oc1ccc(OC(=O)c2ccc(OCCSCCSCC)cc2)cc1,True,True,False
332,[*]Sc1ccc(OCCCCCCOc2ccc(C(=O)O[Si](C)(C)C([*])=O)cc2)cc1,True,True,False
333,[*]/C=C/c1cc(Cl)c(C(=O)OC(=O)Oc2ccc(O[*])c(C(=O)OCC(C)CC)c2)cc1OC,True,True,False
334,[*]CCCNS(=O)(=O)CCOC(=O)OCC[Si](C)(C)c1ccc([*])cc1,True,True,False
335,[*]C(=O)c1ccc(NC(=O)CCCCCCc2ccc([*])cc2[N+](=O)[O-])cc1,True,True,False
336,[*]CCCC(=O)NCc1sc(Br)cc1[*],True,True,False
337,[*]C=C(C#N)C(=O)OCC(O)CCOCCN([*])C(=O)c1ccc([N+](F)(F)F)cc1,True,True,False
338,[*]COc1ccc(C(=O)OCC(C)CCc2ccc(O[*])cc2)c(CCCC)c1,True,True,False
339,[*]C=CC(=O)OCCSCCCCCCCCCCCOc1ccc([*])cc1OC,True,True,False
340,[*]Oc1cc(OCCCCCCCCCCOc2ccc(/C=C/COC([*])=O)cc2)c(C)cc1O[Si](C)(C)CCCC,True,True,False
341,[*]O[Si](C)(C)CC(=O)Nc1cc(OC(=O)c2ccc3c(c2)C(=O)N([*])C3=O)ccc1SCCCCCC(F)(F)C(F)(F)F,True,True,False
342,[*]OCCC(C#C)CCCCCCOc1ccc(/C=C/C(=O)NCCCCCCNC([*])=O)cc1,True,True,False
343,[*]Cc1ccc(OC(=O)c2ccc(NC([*])=O)cc2)c(Nc2ccc(Cl)cc2)c1,True,True,False
344,[*]CCCC(C(=O)O[*])(COCCOCC)C(=O)OCCCCCCCCCCCCCOCC,True,True,False
345,[*]C([*])C(=O)OCc1ccccc1CC(F)(F)C(F)(F)F,True,True,False
346,[*]OC(=O)c1ccc(NC(=O)c2ccc(C(=O)N([*])c3ccc(C)cc3)cc2)cc1,True,True,False
347,[*]CCC(C)(C)c1ccc([SH](C=C)c2ccc(C(=O)O[*])cc2)cc1,True,True,False
348,[*]CC(C)CC(=O)NCCCCCCCCCS[*],True,True,False
349,[*]CC(O)COc1c(C)cc(C(=O)OS(=O)(=O)/C=C/C(=O)OC([*])OC(C)CC)cc1OC,True,True,False
350,[*]OC([*])C#C[Si](C)(C)CCSc1ccc(OC(=O)N(C)CCCCCCC)cc1,True,True,False
351,[*]CCCCCOc1ccc(NC(=O)Oc2ccc(C([*])(C)C)cc2C(=O)OC(C)CC)cc1OC,True,True,False
352,[*]c1ccc(OC(=O)c2ccc(N(C)c3ccc(C=[*])cc3)cc2C)c(C(=O)OCC)c1,True,True,False
353,[*]CC([*])[Ca]COC(=O)Oc1ccc(C(C)(CC)OC(=O)OCC(O)C(F)(F)F)c(C)c1,True,True,False
354,[*]C=CCCCCCOC(=O)NCCCCCCCCN(CCCC(=O)OCC)C([*])C,True,True,False
355,[*]Oc1c([*])cc(C(=O)OCCCCCCC)c(O)c1-c1ccc(OC)cc1,True,True,False
356,[*]Nc1ccc(C(c2ccc(C(=[*])CNC(=O)c3ccc([N+](=O)[O-])cc3)cc2)C(=O)O)cc1,True,True,False
357,[*]COC(=O)Sc1cc(NC(=O)O[*])c(OC)cc1ONC(CC)CSS,True,True,False
358,[*]c1ccc(C(O)CCCOc2ccc(CN3CCC([*])(OCC)C3)cc2)s1,True,True,False
359,[*]CCC(=O)CCCCc1ccc(CCCCCCCCCN([*])C#C)cc1,True,True,False
360,[*]CC/C=C/COc1ccc(C(=O)c2ccc(OCC(CCCCCC#N)c3ccc([Si]([*])(C)C#N)cc3)cc2)cc1,True,True,False
361,[*]Cc1ccc(C2C(=O)N2C(=O)C(C)(C)C(C)CC(S(=O)(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)C2=O)cc1,False,True,False
362,[*]CC(F)(F)OC(=O)c1ccc2c(c1)C(=O)N(c1ccc([Si](C)(C)c3ccc([*])cc3)cc1)C2=O,True,True,False
363,[*]C/C=C/c1ccc(C2(c3ccc(/C=C/c4ccc(N=[*])cc4)cc3)CC2)cc1C(C)C,True,True,False
364,[*]CC(C)(C#N)CCCCCCNc1ccc([SiH](C)C(=O)N[*])cc1,True,True,False
365,[*]CCCCOC(=O)C1CC(=O)N(c2ccc(O[*])cc2)C1CCCCCC,True,True,False
366,[*]C(=O)c1ccc(NC(=O)c2ccc(-c3ccc(N(c4ccc([*])cc4)c4ccc(CO)cc4)cc3)cc2)cc1,True,True,False
367,[*]CC(=S)OC(=O)c1ccc(Oc2c(Br)cc(O[*])cc2OCCCCCC)c(Br)c1,True,True,False
368,[*]CCCCCOc1ccc(OC(=O)/C=C/c2ccc(C)cc2)c(S([*])(C)C)c1,True,True,False
369,[*]c1cc(OCCCCCCCCCC)c(C)cc1/C(C)=N/c1ccc(C)cc1[*],True,True,False
370,[*]CC(C)CCCCCC/C=C/C(C([*])=O)C(O)C(F)(F)Cl,True,True,False
371,[*]Oc1ccc(-c2ccc(-c3ccc([*])cc3)cc2Oc2ccc(/N=N/c3ccc(C(=O)OC)cc3)cc2)cc1,True,True,False
372,[*]CCCCOC(=O)Nc1ccc(N2C(=O)c3ccc(-c4ccc(NC(=O)c5ccc([*])cc5)cc4)cc3C2=O)c(CC(C)C)c1,True,True,False
373,[*]CC([*])(C)C(=O)OCCCCCCCCN(CCOc1ccc(C#C)cc1)OCC,True,True,False
374,[*]CC[Si](C)(C)CSSc1cc(C)c(C#CCCCCCCCO[*])cc1C,True,True,False
375,[*]OC(=O)CCCCCCCCC(=O)OCC[Si](C)(C)c1ccc(-c2ccc(NC([*])=O)cc2)cc1,True,True,False
376,[*]Cc1sc(SCCCCCCCCCC)c(NC(=O)c2ccccc2[*])c1,True,True,False
377,[*]CC([*])CCOC(=O)NCCCCCCN1CCC(CC[*])CC1OCCc1ccc(C#N)cc1,True,True,False
378,[*]/C=C/c1ccc(CNC(=O)c2cc(Cl)c(C(=O)OCCOc3ccc(C([*])=O)cc3)cc2Sc2ccc(C#N)cc2C)c(C)c1,True,True,False
379,[*]CCOCCOC(=O)C(CCCCCC)c1cc(N[*])ccc1C,True,True,False
380,[*]OC(F)(F)C1CCC(COC([*])(c2ccc(Cl)cc2)C(F)(F)C(F)(F)C(F)(F)F)OCCCCCC1(C)C,True,True,False
381,[*]CCCCCCC/C=C/C(=O)N1CC(CNCC)N([*])CC1,True,True,False
382,[*]C(CC)CCCCC(=O)NC(=O)c1cccc(C(=O)Oc2ccc(C(C)(C)c3ccc(O[*])cc3O)cc2)c1,True,True,False
383,[*]c1ccc(C([*])C(=O)Nc2ccc(S(C)(C)C)cc2)cc1,True,True,False
384,[*]CC(CC(=O)OCCCCCCOC(=O)N[*])c1ccccc1OCCCC,True,True,False
385,[*]CCCCCCCCCCCNC(=O)CC(O)CCCCC(=O)NNC(=O)c1cccc(OCCCCCCOc2ccc(O[*])cc2)c1,True,True,False
386,[*]c1ccc(C(=O)Oc2cccc(NC(=O)c3ccc([*])o3)c2)cc1,True,True,False
387,[*]CCCCCNc1cc(NCCCCCCCl)cc(SCC(=O)N[*])c1O,True,True,False
388,[*]CCCCCCCOc1ccc(NC(=O)CCCCCCCCCCC(=O)NCC(=O)N2CCC(=O)CC2[*])cc1,True,True,False
389,[*]SSC(=O)OCC[Si]([*])(Oc1ccccc1)Oc1ccc(OCCCC)cc1,True,True,False
390,[*]C(=O)NCCCCCCCCCNC(=O)CC(C)C(=O)N1CCC(=O)C1[*],True,True,False
391,[*]CCCCCCNC(=O)C(C)(C)CSCCN(/C=C/CCCCCCCCCC)C(=O)N[*],True,True,False
392,[*]CC(=O)NCCCCNC(=O)C(O)COC(=O)Nc1cc(NC(=O)CCCOP(=O)(O[*])OC(=O)N(C)C)ccn1,True,True,False
393,[*]NC(Cc1cccc(-c2ccc(N=[*])cc2)c1)CC#CCS,True,True,False
394,[*]NC([*])C(=O)Sc1ccc(C)cc1-c1cccc(C(=O)O)c1,True,True,False
395,[*]C(=N)CNc1ccc([*])cc1OC(=O)c1ccccc1,True,True,False
396,[*]C(=O)NCCCCCCNC(=O)c1cccc(C(=O)OCCOCCOC(=O)COc2ccc([*])cc2)c1,True,True,False
397,[*]CCCCCC(=O)NCCCCCCCCNC(=O)CC(C)(CCCC)O[*],True,True,False
398,[*]c1nc(OCCCCCCCCCCCC)c(S([*])(=O)=O)cc1COCCCCCCCC,True,True,False
399,[*]CC(=O)Nc1ccc(-c2ccc(N(C)C(=O)c3ccc(C([*])=O)cc3Oc3ccccc3)cc2)cc1,True,True,False
400,[*]CC#CC#CC(C)CCNS(=O)(=O)c1ccc(N[*])cc1,True,True,False
401,[*]C(CC(F)(F)F)c1ccccc1-c1sc([*])[nH]1,False,True,False
402,[*]O[Si](C)(C#N)CCCC(=O)Nc1ccc(OP(=O)(O)c2ccc(O[*])cc2)cc1,True,True,False
403,[*]CC(C)CCCCCCCCNC(=O)Nc1cc(-c2ccccc2)cc(OCCC(CCCCCCCC)C(=O)O[*])c1,True,True,False
404,[*]Oc1ccc(NC(=O)NCCCCCNC(=O)c2ccc(S(=O)(=O)c3ccc(C([*])=O)cc3)cc2)c(O)c1,True,True,False
405,[*]CC(O)C(=O)Nc1ccc(C(=O)Oc2ccc(S(=O)(=O)OCCOc3ccc([*])cc3)cc2)c(C(F)(F)F)c1,True,True,False
406,[*]CC(COCCCCCCBr)CC([*])(C)CO,True,True,False
407,[*]CCCCOC(=O)C(O)c1ccc(OCCCCCCOC(=O)N[*])cc1[SH](=O)=O,True,True,False
408,[*]Oc1cc(CCCCCCCCC)c(NC(=O)OCC([*])=O)cc1OC(=O)c1ccc(OC)cc1,True,True,False
409,[*]C(=O)CCCCCCCCCNc1ccncc1[*],True,True,False
410,[*]NC(F)(F)C(F)(F)COCS(=O)(=O)c1ccc(/N=N/CCCCCCOC([*])=O)cc1,True,True,False
411,[*]CC([*])(C)CCC(=O)NCCOc1ccc(NC(=O)/C=C/P(=O)(Oc2ccc(OC(=O)OC)cc2)CC(C)C)cc1,True,True,False
412,[*]Nc1ccc(NC(=O)SC(CCCCCCC[Se]([*])=O)c2ccccc2)o1,True,True,False
413,[*]CC[Si]([*])(C)CCCN=C(F)c1cc(-c2ccc(F)cc2)ccc1Br,True,True,False
414,[*]CC(C)CCOC(=O)c1ccccc1-c1ccc([N+](=O)O)c(N2C(=O)c3ccc([*])cc3C2=O)c1,True,True,False
415,[*]CCCC(CCCCCCC)C(=O)SCC(C)(C)COC(=O)O[*],True,True,False
416,[*]CC(NC(=O)NC(=O)CCCCC([*])=O)c1cc(Cl)c(S(=O)(=O)O)c(C)c1,True,True,False
417,[*]CC=CCCCCCCCCCC1SCCCCC(C([*])=O)=O,False,True,False
418,[*]CC(F)(F)C(=O)NCCCCCCOCCOc1ccc(C(=O)O[*])c(CC)c1,True,True,False
419,[*]CC([*])CCCCCN(F)C(=O)SBr,True,True,False
420,[*]O[Si]([*])(C)CCCCCCCCOc1ccc(SC(=O)c2ccc(C)cc2)cc1,True,True,False
421,[*]NNC(=O)c1ccc(S(=O)(=O)NCC(c2ccc(OC([*])=O)cc2)C(=O)OCCCCCCCOc2c(C)cccc2N(C)C)cc1,True,True,False
422,[*]CC(C)NC(=O)CCCCCCS(=O)(=O)CCC(=O)NCC(=O)O[*],True,True,False
423,[*]C[SiH]C(=O)NC(CBr)CCCCCCCc1ccc(/C=N/NC(=O)c2ccc(C(=O)O[*])cc2)cc1,True,True,False
424,[*]Nc1ccc(-c2ccc(OC([*])=O)cc2[PH](=O)=CCC(=O)Oc2ccccc2)s1,True,True,False
425,[*]CCCCCCCNC(=O)c1ccc(C(=O)N[*])c(OCCCC)c1,True,True,False
426,[*]CCCCCCOC(=O)CCCCCCCSC(=O)O[*],True,True,False
427,[*]CC([*])c1ccc(O)c(OC(=O)c2ccc([N+](=O)[O-])cc2-c2ccc(CC)cc2)c1,True,True,False
428,[*]CCCCc1ccc(C(=O)N[*])c(NCCCCCCCNS(=O)(=O)c2ccc(OC)cc2)c1,True,True,False
429,[*]CC([*])CCC(F)(F)C(F)(F)C(F)(F)COc1ccc(C(=O)c2ccc(OC)cc2)cc1,True,True,False
430,[*]Oc1ccc(C([*])C(=O)OCN(C)c2ccccc2)c([Si](C)(C)C)c1,True,True,False
431,[*]c1cc([*])c(-c2ccc(-c3c(Cl)cc(Cl)c(-c4ccccc4)c3)cc2[nH]c2ccccc2)c(F)c1,False,True,False
432,[*]c1cc(C)c([*])c(OCCCc2ccc(/N=N/c3ccc(C(C)(CC)CCCCCCCC)cc3)cc2)c1,True,True,False
433,[*]CCCCCOC(=O)C([*])c1ccc(C)cc1-c1ccc(C(C)(C)Oc2ccc(C)cc2)cc1,True,True,False
434,[*]C(=O)NNC(=O)CC(C)NC(=O)c1ccc(C(=O)NC([*])=O)cc1,True,True,False
435,[*]CSCC(CCCCC)OC(=O)C(C)(C)CC(=O)O[*],True,True,False
436,[*]NC(=O)c1ccc(C(=O)N(c2ccc(Cc3ccc(NC(=O)SC([*])=O)cc3)cc2)c2ccc([N+](=O)[O-])cc2)cc1,True,True,False
437,[*]CCCCCCCCCCNC(=O)C(C)(C)O[Si]([*])(C)CCC(=O)OCc1ccc(-c2ccccc2)cc1,True,True,False
438,[*]CC(Cl)(COC(=O)OCCc1ccc(C)cc1C)C([*])C,True,True,False
439,[*]CCCCOC(=O)N1CCC(CC(=O)OCCCCCCCCCCOC(=O)Nc2ccc(-c3ccc(C)c(NC([*])=O)c3)cc2)C(C)C1,True,True,False
440,[*]NC(=O)c1ccc(S(=O)(=O)c2ccc(C(CCCCCC)C([*])O[Na])cc2C)cc1,True,True,False
441,[*]OCCCCCCOc1ccc(NC(=O)/C=C/CCCC(=O)NCC(C)(C)CO[*])cc1,True,True,False
442,[*]NC(C)C(=O)OCCOC(=O)NCC(C)(CC)NC([*])=O,True,True,False
443,[*]Cc1ccc(CCCCCCCCNC(=O)CCCCC(=O)O[*])cc1OC(C)=O,True,True,False
444,[*]C(=O)C([*])(CC=CC)COC(=O)c1ccc(OC(=O)CCCC[N+](C)C)cc1,True,True,False
445,[*]CC(O)CCOC(=O)OCCC(CSCCCCCCCCC(=O)O)c1ccc(C(=O)O[*])cc1,True,True,False
446,[*]CC(F)(F)C([*])C(=O)NC(Cl)=Nc1ccccc1Oc1ccc(C#N)cc1,True,True,False
447,[*]Oc1cccc(OC(=O)c2cc(OCC)c(C(=O)CCCCCCC(=O)O[*])cc2OCC)c1,True,True,False
448,[*]Cc1ccc(NC(=O)Nc2ccc(CS(=O)(=O)CCCCC(F)(F)C([*])=O)cc2C(F)(F)F)cc1,True,True,False
449,[*]CCCCCCNC(=O)CCCCCC(=O)NCCC(C)CC(=O)N[*],True,True,False
