sample_id,smiles,is_valid,is_unique,in_training_set,target_tg,sampling_temperature
198,[*]CCCCOC(=O)CCCCCCCCC/C(=N/CCCCCCOc1ccc(NC(=O)=O)cc1)C(=O)N[*],False,True,False,500.0,0.8
199,[*]/C=C/c1ccc(NC(=O)OCCCCOC(=O)c2cc(O[*])ccc2-c2ccc(C(F)(F)F)cc2)c(C)c1,True,True,False,500.0,0.8
200,[*]C(C)CNC(=O)CCCCCC(=O)NC([*])C(=O)c1ccc(C(C)=O)cc1,True,True,False,500.0,0.8
201,[*]N=COc1ccc(-c2ccc(-c3ccc([Si](C)(C)c4ccc([*])cc4)cc3)cc2-c2ccc(P(=O)(O)Oc3ccc(CC)cc3)cc2)cc1,True,True,False,500.0,0.8
202,[*]c1ccc(OC(=O)c2ccc(-c3nc4ccc(P(=O)(O[*])OCC)cc4c3=O)cc2)c(C#N)c1,True,True,False,500.0,0.8
203,[*]CC([*])(C)C(=O)OCC(=O)NC(=O)c1cc(C)ccc1[N+]CCCCNc1ccccc1,True,True,False,500.0,0.8
204,[*]CCS(=O)(=O)CCOc1ccc(OC(=O)c2ccc(P(=O)(c3ccc(C#C)cc3)CC([*])C)cc2)c(C)c1,True,True,False,500.0,0.8
205,[*]CC[N+](C)(C)CCc1ccc(N2C(=O)c3ccc(C([*])(C)C)cc3C2=O)c(OCCCC)c1,True,True,False,500.0,0.8
206,[*]CC([*])(C)C(=O)Oc1cccc(N(CCCCCC)Oc2ccc(C(=O)c3ccc([N+](=O)[O-])cc3)cc2)c1,True,True,False,500.0,0.8
207,[*]CCCCNC(=O)c1ccc(-c2ccc(C(=O)c3ccccc3Oc3ccc([Si]([*])=O)cc3)cc2)cc1,True,True,False,500.0,0.8
208,[*]OCCCCC(=O)c1ccc(OC(=O)c2ccc(C(=O)N[*])cc2)cc1,True,True,False,500.0,0.8
209,[*]Oc1ccc(-c2sc(-c3ccc(Oc4ccc(-c5cc(OCCCC)c(OC(=O)c6ccc(C([*])=O)cc6)cc5S(=O)(=O)O)cc4)cc3)cc2-c2ccc(-c3ccc([N+](=O)[O-])s3)cc2)cc1C(=O)=O,False,True,False,500.0,0.8
210,[*]C([*])=Oc1ccc(/C=N/c2ccc(I)cc2)cc1,False,True,False,500.0,0.8
211,[*]CCC(=O)Oc1ccc(OC(=O)c2ccc(OCCCCCCOC(=O)c3ccc(O[*])cc3)cc2)o1,True,True,False,500.0,0.8
212,[*]OC(=O)c1ccc(OC(=O)CCCCCCN2CCC(O[*])CC2)cc1,True,True,False,500.0,0.8
213,[*]C#Cc1cc(OCC)c(-c2ccc(OC)cc2)cc1S([*])(=O)O,True,True,False,500.0,0.8
214,[*]COCCOC(=O)CCCCCCNC(=O)c1ccc(S([*])(=O)=O)cc1,True,True,False,500.0,0.8
215,[*]C(=O)Oc1ccc(OC(=O)c2ccccc2OC3CCC(=[*])CCCCCC2)cc1,False,True,False,500.0,0.8
216,[*]CC(=O)Nc1cccc(NC(=O)c2ccc(C(=O)O[*])cc2)c1COS(=O)(=O)c1ccccc1C,True,True,False,500.0,0.8
217,[*]OCCCCCCOC(=O)c1ccc(SCCCCCCC(=O)NC(C)(C)CNC([*])=O)cc1,True,True,False,500.0,0.8
218,[*]CCCCNC(=O)CCCCCC[Si](C)(C)C(F)(F)=C(O[*])OC,False,True,False,500.0,0.8
219,[*]C(=C)CN1C(=O)c2ccc(C(=O)OCC(CCCCOC(F)(F)F)[Si]([*])(C)C)cc2c1,False,True,False,500.0,0.8
220,[*]CC([*])(C)C(=O)Oc1ccc(CC(=O)c2ccc(OC(=O)c3ccccc3-c3ccccc3)cc2)cc1,True,True,False,500.0,0.8
221,[*]OCCCCCCNC(=O)c1ccc(-c2ccc(C([*])=O)cc2C)c(C)c1,True,True,False,500.0,0.8
222,[*]NC(=O)N[Si](C)(C)CCCCCCC(=O)OCC(O[*])C(=O)OCCOCCOCCOCC[Si](C)(C)OC,True,True,False,500.0,0.8
223,[*]CC(=O)N([*])CCCCCCCCC(=O)Nc1ccc(/N=N/c2ccc(C#N)s2)cc1,True,True,False,500.0,0.8
224,[*]Cc1ccc2c(c1)C(CC)(C1CCC(C(C)(C)c3ccc(O[Si](C)(C)C)cc3)C(C)(C)Cc3ccccc32)C2)NC1[*],False,True,False,500.0,0.8
225,[*]CCOc1ccc(C(=O)N(CC)c2ccc(NC(=O)CCCCCCc3sc([*])nc3C)cc2)cc1,True,True,False,500.0,0.8
226,[*]CC#Cc1ccc(OC(=O)c2cccc(C(C)(C)O)c2)cc1[*],True,True,False,500.0,0.8
227,[*]CCC(C)CNC(=O)C#CC(CC)C(=O)N[*],True,True,False,500.0,0.8
228,[*]OCC(C)(CC)OC(=O)Nc1ccc(SCCCCCCOc2ccc(C([*])=O)cc2)c(N)c1,True,True,False,500.0,0.8
229,[*]CCC([*])C(=O)Sc1ccc(OC(=O)c2ccccc2C(=O)OCC(=O)O[Na])cc1,True,True,False,500.0,0.8
230,[*]CC([*])(C)C(=O)OCCCCCOc1cnc(C(=O)O)cc1OCCCC,True,True,False,500.0,0.8
231,[*]CC(CO)(CC)c1ccc(-c2ccc(CNC(=O)CCCCCC[Si]([*])(C)C)cc2)cc1,True,True,False,500.0,0.8
232,[*]C(=O)c1ccc(Cc2ccc(-c3nnc([*])o3)cc2)cc1,True,True,False,500.0,0.8
233,[*]CCCCCCCCOC(=O)CCCCCCCC(=O)NCC1CCC(CNC([*])=O)C1,True,True,False,500.0,0.8
234,[*]C=CN(C(=O)c1ccc(CCC(=O)OCc2ccccc2)cc1)C([*])=O,True,True,False,500.0,0.8
235,[*]COC(=O)NCC(CNC([*])=O)C(C)(C)c1ccccc1,True,True,False,500.0,0.8
236,[*]CC([*])(C)C(=O)N[Si](CC)CCCCOc1ccc(C#N)cc1,True,True,False,500.0,0.8
237,[*]C=Cc1cccc(N(C)C(=O)CCCC([*])C)c1,True,True,False,500.0,0.8
238,[*]Cc1ccc(C(=O)CCCCCCCC(=O)NCC(=O)Oc2ccc(-c3ccc([*])cc3)cc2)c(Br)c1,True,True,False,500.0,0.8
239,[*]CCCc1ccc(/C=C/C([*])=O)nc1SCCCCCCCOCC,True,True,False,500.0,0.8
240,[*]CCCN(C)c1cccc(C(=O)N[Se]CCCCCC(=O)O[*])c1,True,True,False,500.0,0.8
241,[*]CC(c1ccc(C(C)C)cc1)N([*])C(=O)CC[Si](C)(C)C,True,True,False,500.0,0.8
242,[*]c1ccc(-c2nc3cc4c(cc3n2)C(=O)OC(CCCC)C([*])(C)C4=O)cc1-c1ccccc1,False,True,False,500.0,0.8
243,[*]Nc1ccc(C=C(C)C(=O)Nc2ccc(OCc3ccc([*])cc3)cc2)cc1,True,True,False,500.0,0.8
244,[*]CCCCCCCCOC(=O)Nc1ccccc1CCCCNC(=O)O[*],True,True,False,500.0,0.8
245,[*]CCCCCCNc1ccc([*])cc1-c1ccc(N(CC)CC)cc1,True,True,False,500.0,0.8
246,[*]CCCCC(=O)Nc1ccc(Oc2ccccc2-c2ccc(S(=O)(=O)c3ccc(O[*])cc3)c(S(=O)(=O)O)c2)cc1,True,True,False,500.0,0.8
247,[*]CC([*])(C)C(=O)OC(C)(C)c1ccc(CS)cc1Br,True,True,False,500.0,0.8
248,[*]Nc1cc(C(=O)C#N)c(Oc2cccc([*])c2)cc1S(=O)(=O)O,True,True,False,500.0,0.8
249,[*]CCCCCCCCOc1ccc(S(=O)(=O)c2cccc(NC(=O)CCCCCCC(=CC([*])=O)CC)c2)cc1,True,True,False,500.0,0.8
250,[*]CCCCCOc1ccc(/N=C/C(=O)c2ccc(OCCCCCCCCCCCCCC)cc2)cc1COC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1,True,True,False,500.0,0.8
251,[*]CCOC(=O)c1ccc(N2CC(CC(=O)Nc3ccccc3C(=O)O[*])CC2(C)C)cc1,True,True,False,500.0,0.8
252,[*]CCCCCCC(C)S(=O)(=O)CCOC(=O)Nc1ccc(CCc2ccc(CCCC)cc2)cc1[*],True,True,False,500.0,0.8
253,[*]/C=C/C([*])(C)C(=O)OCCCCN(C)c1ccc(OS(=O)(=O)O[Na])cc1C,True,True,False,500.0,0.8
254,[*]c1ccc(N([*])CCC(C)(CCCCCC)CCCC)o1,True,True,False,500.0,0.8
255,[*]c1ccc(OC(=O)CCCCCC(CC)Nc2ccc(NC([*])=O)o2)cc1,True,True,False,500.0,0.8
256,[*]CCCCOc1ccccc1/C=C/C(C)c1ccc(O[*])c(C)c1,True,True,False,500.0,0.8
257,[*]Cc1ccc(OCCOCCOCCOCCOc2ccc(S(=O)(=O)c3cccc(O[*])c3)cc2)cc1-c1cc(NC(=O)O[Na])cc(Cl)c1,True,True,False,500.0,0.8
258,[*]NCCCCCCCCNC(=O)c1ccc(S([*])=O)cc1,True,True,False,500.0,0.8
259,[*]CC([*])(C)C(=O)OCCCCC(=O)N1CCCCC(NC(=O)c2ccccc2)C1=O,True,True,False,500.0,0.8
260,[*]C(=O)c1ccc(C(=O)OCC(CCCCCCCCCC)c2ccc(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)o1,True,True,False,500.0,0.8
261,[*]c1ccc([*])c(Nc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1,True,True,False,500.0,0.8
262,[*]C(=O)c1ccccc1C(=O)OC(c1ccc(C)cc1)C([*])O,True,True,False,500.0,0.8
263,[*]Nc1ccccc1C(=O)OC(=O)N(C)CCCNC([*])=O,True,True,False,500.0,0.8
264,[*]Cc1ccccc1Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,True,True,False,500.0,0.8
265,[*]c1ccc([Si]([*])(C)c2ccc(C#CCCCCCCC)cc2)c(C)c1,True,True,False,500.0,0.8
266,[*]CC([*])(C)C(=O)NCCCNC(=O)Cc1ccc(Oc2ccc(CC)cc2)cc1,True,True,False,500.0,0.8
267,[*]CCCc1cc(Cl)c(O[*])c(S(=O)(=O)CCCCCCCCCCC)c1,True,True,False,500.0,0.8
268,[*]CCCCC(=O)Oc1ccc(Sc2ccc(OC(=O)c3ccc(O[*])o3)cc2)cc1,True,True,False,500.0,0.8
269,[*]CC([*])c1ccc2ccccc2n1CCCCSCC(=O)OCC=C,False,True,False,500.0,0.8
270,[*]CCCCCCOC(=O)N1CCCC(C(F)(F)COC(=O)O[*])C1,True,True,False,500.0,0.8
271,[*]Oc1ccc(NC(=O)CCCCCC(C)(C)C(=O)Nc2ccc(COC(=O)S[*])s2)c(C)c1,True,True,False,500.0,0.8
272,[*]OCCCOC(=O)c1ccc(C(=O)OC(C)(C)C(=O)Oc2ccc([*])cc2)cc1,True,True,False,500.0,0.8
273,[*]OC(=O)C/C(C)=N/CC([*])C(=O)OC(=O)c1ccc(C)cc1,True,True,False,500.0,0.8
274,[*]c1ccc(NCCCCC[Si](C)(C)c2ccc(-c3ccc(Cl)c(N([*])C(=O)c4ccc(C)cc4)c3)cc2)cc1,True,True,False,500.0,0.8
275,[*]CCCCNOC(=O)c1ccc(C(=O)N[*])c(OCCCCCCOCC(O)CO)c1,True,True,False,500.0,0.8
276,[*]/C=C/C(C)(C)C(=O)NCCCCCCS(=O)(=O)N([*])OCC,True,True,False,500.0,0.8
277,[*]Nc1ccc(N=Nc2ccc(C#N)cc2[Si](=O)(F)c2ccc([Si]([*])(C)C)cc2)c(C)c1,True,True,False,500.0,0.8
278,[*]c1cc(CC)c(/C=C/c2ccc(-c3ccc(-c4ccc(N([*])c5ccc(S(C)(=O)=O)cc5)cc4)cc3)cc2)c(C)c1,True,True,False,500.0,0.8
279,[*]CC([*])CCCC(=O)Nc1ccc(C)c(CCCCOCCOC)c1,True,True,False,500.0,0.8
280,[*]Cc1cc(Br)c(Cc2ccc(N=[*])cc2C)c(C)c1,True,True,False,500.0,0.8
281,[*]Oc1cc(S(=O)(=O)c2ccc(Oc3ccc(/C=C/c4ccc(C([*])=O)cc4)cc3)cc2C(C)(C)C)ccc1,True,True,False,500.0,0.8
282,[*]Oc1ccc(ON2C(=O)c3ccc(C(=O)c4ccc([*])cc4C3=O)cc2)cc1C,True,True,False,500.0,0.8
283,[*]O[Si](C)(C)CCCCCCOC(=O)Nc1cccc(C(=[*])C)c1,True,True,False,500.0,0.8
284,[*]CCCCCNC(=O)c1ccc(-c2cc(CC(=O)O[*])cc(C(C)=O)c2)cc1,True,True,False,500.0,0.8
285,[*]CCC(O)COc1ccc(C(=O)OCCCCCC)c(S([*])(=O)=O)c1,True,True,False,500.0,0.8
286,[*]CCC(=O)N/C=C/CCCCNC(=O)CCCCCCCC(=O)Nc1ccc(O[*])cc1,True,True,False,500.0,0.8
287,[*]Nc1ccc(/C=C/c2ccc(N([*])C(=O)C(C)CCSC)cc2)cc1,True,True,False,500.0,0.8
288,[*]C(=O)NCCCCC[Sn](C)(C)CCOC(=O)c1ccc([*])nc1,True,True,False,500.0,0.8
289,[*]Oc1cccc(N2C(=O)c3ccc(Oc4ccc([*])cc4)cc3C2=O)c1,True,True,False,500.0,0.8
290,[*]Nc1cc(C(=O)c2ccc(OC(=O)CCCCCC(=O)Sc3ccc([*])cc3)cc2)ccc1-c1ccc(N(C)C)cc1,True,True,False,500.0,0.8
291,[*]Cc1ccc(/C=C2\CCCCCCCCCCC/C(=C\c3ccc(C(=O)NCC(=O)CCCC(=O)NC(=O)c4ccc(C(=O)S[*])cc4)cc3)C2=O)c(C)c1,True,True,False,500.0,0.8
292,[*]CC([*])(CC)C(=O)OCCCCCCCCCc1ccc(C=C)c(C)c1,True,True,False,500.0,0.8
293,[*]CCCCCCNc1cc(SCCCCCCCC)c(C(=O)NCCC[*])cc1C,True,True,False,500.0,0.8
294,[*]CC([*])(OCC(C)Cl)S(=O)(=O)Oc1cc(F)cc(F)c1F,True,True,False,500.0,0.8
295,[*]CC(Oc1ccc(OCC#N)cc1)C(=O)CC(C)(C)C([*])=O,True,True,False,500.0,0.8
296,[*]C[Si]([*])(C)CCOC(C)(CCc1ccccc1)C(F)(F)F,True,True,False,500.0,0.8
297,[*]CC(CCCCCC)OC(=O)c1ccc(-c2nnc(OS(=O)(=O)CCC(=O)O[*])cc2)cc1,True,True,False,500.0,0.8
298,[*]CCCCC(C)(CCCCCCCC)C(=O)OCC(=O)O[*],True,True,False,500.0,0.8
299,[*]C1CC(CB([*])CCCCCCOc2ccc(-c3ccc(C#C)cc3OCCCC)cc2)C1(C)C,True,True,False,500.0,0.8
300,[*]/C=C/c1ccc(OC(=O)CCCCCN2CC(c3ccc(C([*])=O)cc3)C(=O)c3ccccc32)cc1,True,True,False,500.0,0.8
301,[*]C(C)C([*])c1ccc(C(CCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1OC,True,True,False,500.0,0.8
302,[*]Oc1ccc(C(c2ccc(O[Si](C)(C)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)C([*])=O)cc1,True,True,False,500.0,0.8
303,[*]Sc1ccc(/C=C(\C)OC(COc2ccc(C([*])=O)cc2)C(F)(F)F)cc1,True,True,False,500.0,0.8
304,[*]Oc1cc(C(C)(C)C)c(OCCCCCCCC)cc1OC(=O)c1ccc([*])c(O)c1,True,True,False,500.0,0.8
305,[*]NC(=O)c1ccc(C(=O)N(CCc2ccc([*])cc2)C=C)cc1,True,True,False,500.0,0.8
306,[*]CCCOCCOc1ccccc1NC(=O)c1ccc(N(c2ccc(Si)cc2)C(CC(C)(C)C)C([*])=O)cc1,False,True,False,500.0,0.8
307,[*]CNC(=O)c1ccc(C(=O)Oc2ccc(S(=O)(=O)c3ccc(OC(=O)c4cnc([*])cc4)cc3)cc2)cc1,True,True,False,500.0,0.8
308,[*]CC=P([*])(CCCCCCC(=O)OCCCCCCCC)C(=O)OCC,True,True,False,500.0,0.8
309,[*]CC[PH](=O)(O[*])OCC(F)(F)C(F)(F)OC(=O)c1ccc(Cl)c(Cl)c1,True,True,False,500.0,0.8
310,[*]Nc1cccc(C(C)(C)c2ccc(S([*])(=O)=O)cc2)c1,True,True,False,500.0,0.8
311,[*]CCCNC(=O)c1ccc(/C=C/CCCCCCNC(=O)c2ccc(C(=O)N[*])cc2)cc1,True,True,False,500.0,0.8
312,[*]CC([*])(C)C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2cccc(C(C)(C)C)c2)C3=O)cc1,True,True,False,500.0,0.8
313,[*]=CNc1ccc(C=C2c3ccccc32)nc1,True,True,False,500.0,0.8
314,[*]/C=C/C=C/NC(=O)CCCCCCCC(=O)Nc1ccc(N2C(=O)c3ccc([*])cc3C2(C)C)cc1,True,True,False,500.0,0.8
315,[*]OCCCCOc1ccc(P(=O)(O)Oc2ccc(-c3c(C)cc([*])cc3C)cc2)cc1,True,True,False,500.0,0.8
316,[*]CC(CCCCNC([*])=O)S(=O)(=O)O[Si](C)(C)C,True,True,False,500.0,0.8
317,[*]OC(=O)c1ccc(C(C)(C)CCCCCCCCCO)c(NC(=O)Nc2ccc(C([*])=O)cc2)c1,True,True,False,500.0,0.8
318,[*]CC(CCOc1ccccc1NC(=O)N[*])C(=O)OCCOc1ccc(N2CCCCCC2)cc1,True,True,False,500.0,0.8
319,[*]CCCCOC(=O)c1ccc(NC(=O)NC2CCCCCN=C(C([*])=O)CC2)cc1,True,True,False,500.0,0.8
320,[*]/C=C/c1ccc(O[*])cc1-c1ccc(NC(C)=S)cc1,True,True,False,500.0,0.8
321,[*]COC1=CC=C(C(=O)OCCOc2ccc(SC(=O)c3ccc(O[*])cc3)cc2)c2ccccc21,True,True,False,500.0,0.8
322,[*]CCCCC(=O)NOCCc1ccc([*])cc1,True,True,False,500.0,0.8
323,[*]N=C(c1ccc(C(=O)NCCCCC)cc1)c1cccc(C(=O)Oc2ccc([*])cc2)c1,True,True,False,500.0,0.8
324,[*]C([*])C(=O)Nc1ccc(NC(C)(C)CCCCCCCCCOC(C)C)cc1,True,True,False,500.0,0.8
325,[*]CC([*])(C)C(=O)Oc1ccc(C(C)(C)CCCCCC)cc1OC(C)C,True,True,False,500.0,0.8
326,[*]CC([*])C(=O)Oc1ccc(C#N)cc1,True,True,False,500.0,0.8
327,[*]CCNC(=O)C1CCC(C(=O)NCCC(=O)N[*])C(Cl)=C1C,True,True,False,500.0,0.8
328,[*]C#CC(CCCCC)OCC(CCCCC(=O)O)c1ccc2c(c1)C(=O)N(c1ccc(/C=C/C(=O)N([*])C#C)cc1)OCC(C)(C)C,False,True,False,500.0,0.8
329,[*]CCCNC(=O)c1cc(CCCCCC)c(C2(C)COC(=O)C2O[*])cc1O,True,True,False,500.0,0.8
330,[*]C=C(CCCC(=O)Oc1ccc(C#N)cc1)C(=O)Oc1ccccc1C([*])=O,True,True,False,500.0,0.8
331,[*]C(=O)NCC(OC(=O)c1ccc([*])cc1C)CC(C)C,True,True,False,500.0,0.8
332,[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2)c([PH](C)(C)CC)c1,True,True,False,500.0,0.8
333,[*]CCCCCCOc1ccc(CCCCCCP(=O)O[*])cc1,True,True,False,500.0,0.8
334,[*]Nc1cc(C#N)c(O)c(OCCOc2ccc([Si](C)(C)c3ccc([*])cc3)cc2)c1,True,True,False,500.0,0.8
335,[*]CC([*])(C)C(=O)OCCCC,True,True,False,500.0,0.8
336,[*]C/C=C/CC(CC(C)CC)C(=O)NC([*])=O,True,True,False,500.0,0.8
337,[*]CC([*])C(=O)Nc1cccc(OC#C)c1,True,True,False,500.0,0.8
338,[*]/C=C(\C)c1ccc(CNC([*])=O)cc1,True,True,False,500.0,0.8
339,[*]CC([*])(C)C(=O)OCC(CCCCCCCC)OC(=O)CCc1ccc(F)cc1,True,True,False,500.0,0.8
340,[*]CC([*])(C)C(=O)OC(C)CCCc1ccc(-c2cc(Br)cc(S(=O)(=O)NC(F)(F)F)c2)cc1,True,True,False,500.0,0.8
341,[*]CCCCC(=O)NC(Cc1ccc(N=[*])cn1)OC(=O)c1ccccc1,True,True,False,500.0,0.8
342,[*]CCCCCCOc1ccc2c(c1)C(C(=O)OCCCCCCCCCCC)c1ccc(O[*])cc12,True,True,False,500.0,0.8
343,[*]Oc1ccc(OC(=O)c2c(C)cc(C(F)(F)C(F)(F)COc3ccc([*])o3)cc2)cc1N(C)C,True,True,False,500.0,0.8
344,[*]Nc1ccc(OCCCCCCCCCCCCOc2ccc(-c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3)cc2)c(CCCCCCCCCC)c1,True,True,False,500.0,0.8
345,[*]/C=C/c1cccc(N2C(=O)c3ccc(C(c4ccc([*])cc4)c4ccccc4)cc3C2=O)c1,True,True,False,500.0,0.8
346,[*]C(CCCC)=C(C)CC([*])(C)C,True,True,False,500.0,0.8
347,[*]CNP(=O)(F)C(F)(F)C(F)(F)ONC(=O)c1ccc(C(=O)NCCCCC(=[*])OC(=O)c2ccc(F)cc2)cc1,True,True,False,500.0,0.8
348,[*]CC([*])c1ccc(-c2ccc(S(=O)(=O)C(C)OC(C)=O)cc2)c(OC)c1,True,True,False,500.0,0.8
349,[*]Oc1ccc(OCC(F)CCCCCC)C(=O)N2CCC2)cc1[*],False,True,False,500.0,0.8
350,[*]C=C(C)S(=O)(=O)NCCNC(=O)N(CCCCCCCC)C(=O)N[*],True,True,False,500.0,0.8
351,[*]COC(=O)c1ccc(/N=C(\C#N)CCCCC)cc1Oc1ccc(-c2ccc(O[*])cc2)cc1,True,True,False,500.0,0.8
352,[*]CC(C)CCCCCCCCNC(=O)c1ccc(C(=O)[Si]([*])(C)C)cc1,True,True,False,500.0,0.8
353,[*]C(=O)Nc1ccccc1C(=O)Nc1cc(NC(=O)C([*])(C)C)cc(N2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)c1,True,True,False,500.0,0.8
354,[*]/C(C)=C/c1cc(N(C)C(=O)O[*])ccc1-c1ccc(CC(=O)O)cc1,True,True,False,500.0,0.8
355,[*]Nc1cc(OCC(CCCCCC)C(=O)OS(=O)(=O)N[*])cc(Oc2ccccc2)c1,True,True,False,500.0,0.8
356,[*]CCCCCCCCCCCOC(=O)CCCCCn1ccc(C(=O)SCCC([*])(F)F)c1,True,True,False,500.0,0.8
357,[*]CCCCC(=O)NCCc1ccc(/C=N/c2ccc(S(=O)(=O)c3ccccc3)cc2)cc1,True,True,False,500.0,0.8
358,[*]O[Si](C)(C)OCC#CC/C=C/c1ccc([Si]([*])(C)C)c(NC(=O)C(C)(C)C)c1,True,True,False,500.0,0.8
359,[*]c1ccc(N=C[Se]C=Cc2cccc(S([*])(=O)=O)c2)cc1,True,True,False,500.0,0.8
360,[*]CC([*])(C)C(=O)OC(Cl)Oc1ccc(C(F)(F)F)c(O)c1Br,True,True,False,500.0,0.8
361,[*]CCc1cc(OC)c(-c2ccc(-c3ccc(/N=N/c4ccc([*])c(S(C)(C)=O)c4)cc3)cc2)cc1CC,True,True,False,500.0,0.8
362,[*]CC(CCNC(=O)CCCCC([*])=O)C(=O)OCC(C)O,True,True,False,500.0,0.8
363,[*]Oc1cc(Br)c(OCCC#Cc2ccc(OC)cc2C)cc1CC([*])=O,True,True,False,500.0,0.8
364,[*]C/C=C/C(=O)NCCCCCCNC([*])C(=O)OCc1ccc(OC(C)=O)cc1,True,True,False,500.0,0.8
365,[*]CC(C)COC(=O)Cc1ccc(-c2ccc(C(=O)NNC([*])=O)cc2)cc1,True,True,False,500.0,0.8
366,[*]CCCCCCOc1ccc(C(=O)NNCCC(C)(C)CCCCCCCSc2ccc(C=[*])cc2)cc1,True,True,False,500.0,0.8
367,[*]/C=C/C1CC(C(=O)NNC(=O)[SH](C)(C)C)C(=O)OCC1([*])C(C)=O,True,True,False,500.0,0.8
368,[*]CNC(=O)c1ccc(Oc2ccc(-c3ccc(C(=O)O[*])cc3)c(OCCCC(C)=O)c2)cc1,True,True,False,500.0,0.8
369,[*]CC(C)(C)c1ccc(C(NC(=O)CCc2ccc(C(=O)O[*])cc2)c2ccc(Cl)cc2)cc1,True,True,False,500.0,0.8
370,[*]CC(SC)C(=O)NCCCCCCOc1ccc(-c2ccc(OC(=O)CCC[Si](C[*])(CC)CC)cc2)cc1,True,True,False,500.0,0.8
371,[*]CCC(=O)NC(=O)CC(CCCCCCOc1ccc(O[*])cc1)c1ccccc1,True,True,False,500.0,0.8
372,[*]CCCCCCOC(=O)[Si](C)(C)CCCCCC[SH][*],True,True,False,500.0,0.8
373,[*]CCCCCCCOC(=O)SS(=O)(=O)CCCCCCCC(=O)O[*],True,True,False,500.0,0.8
374,[*]CC(C)CCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCCCCOCCCCCO[*])cc1,True,True,False,500.0,0.8
375,[*][Sn]([*])c1ccc(C(Cl)(O)c2ccccc2)cc1C(=O)OC(F)(F)F,True,True,False,500.0,0.8
376,[*]c1cc(F)c(N2C(=O)C(=O)N(Cc3ccccc3C(=O)N([*])C(=O)S(=O)(=O)C(F)(F)F)=C2)c(S(=O)(=O)OCCCCCCCCCCC)s1,False,True,False,500.0,0.8
377,[*]CC(F)(Cl)C1C(=O)OCOC(=O)C1[*],True,True,False,500.0,0.8
378,[*]Oc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(C([*])=O)c2)C3=O)cc1,True,True,False,500.0,0.8
379,[*]CNc1ccc(NC(=O)c2cccc(S(=O)(=O)c3ccc(C(=O)N([*])CC)cc3)c2)cc1C=C,True,True,False,500.0,0.8
380,[*]Cc1ccc(C=CC(=O)OC(=O)C(=O)O[*])cc1,True,True,False,500.0,0.8
381,[*]CC([*])(C)OP(=O)(Cl)Oc1ccc(OC)c(OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F)c1,True,True,False,500.0,0.8
382,[*]CC([*])CN(c1ccccc1)C(=O)c1ccc(C(=O)O[Na])cc1,True,True,False,500.0,0.8
383,[*]Oc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c2)cc1,True,True,False,500.0,0.8
384,[*]C(=O)c1ccc([Si](C)(C)c2cnc([*])c(OC)c2)cc1,True,True,False,500.0,0.8
385,[*]CC(=O)Cc1ccc(C(=O)OCCCCCCOC(=O)CCCCCCC(=O)Nc2ccc([*])cc2)cc1,True,True,False,500.0,0.8
386,[*]c1ccc(S(=O)(=O)c2ccc(C(=O)[Sn]([*])C)s2)cc1,True,True,False,500.0,0.8
387,[*]CCCCCC(=O)Oc1ccc(NC(=O)CCCCCCCS(=O)(=O)c2ccc(C(=O)Nc3ccc([*])cc3)cc2)cc1,True,True,False,500.0,0.8
388,[*]Oc1ccc(C(=Cc2ccc(OC(=O)CCCCC(F)(F)F)cc2)c2ccc([*])cc2)(F)F)cc1,False,True,False,500.0,0.8
389,[*]CCCCCCCC(=O)NCC(C)(C)CNS(=O)(=O)CCCCC(=O)O[*],True,True,False,500.0,0.8
390,[*]CN(C)c1c(C)cc(C([*])OC(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)c(C)c1-c1ccccc1,True,True,False,500.0,0.8
391,[*]Oc1ccc(C2CCCCC2C(=O)OC(=O)c2ccc(Oc3ccc(-c4ccc(O[*])cc4)cc3)cc2)c2ccccc22)cc1,False,True,False,500.0,0.8
392,[*]CC(=O)CCCCSN(C(=O)c1cccc(CCO[*])c1)C(=O)O,True,True,False,500.0,0.8
393,[*]COc1ccc(C(NC(=O)c2ccc(-c3ccc(SCCC(=O)c4ccc(OC)cc4)cc3)cc2)C(=O)c2cccc([*])c2)cc1,True,True,False,500.0,0.8
