sample_id,smiles,is_valid,is_unique,in_training_set,target_tg,sampling_temperature,pred,test_smiles,nn_similarity,nn_train_index,nn_train_smiles,similarity_bin
417,[*]C=C(COC(=O)Nc1ccc(S(=O)(=O)CCCC)cc1)OC([*])=O,True,True,False,350.0,0.5,335.400146484375,[*]C=C(COC(=O)Nc1ccc(S(=O)(=O)CCCC)cc1)OC([*])=O,0.36666666666666664,3710.0,[*]Nc1ccc(CCCCc2ccc(NC(=O)OCCOC([*])=O)cc2)cc1,low
418,[*]OC([*])CN(C(=O)c1ccc(OCCCCCC)cc1)C(C)(C)C#N,True,True,False,350.0,0.5,346.0372619628906,[*]OC([*])CN(C(=O)c1ccc(OCCCCCC)cc1)C(C)(C)C#N,0.4126984126984127,1718.0,[*]CC([*])C(=O)Oc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCCC)cc3)cc2)cc1,low
419,[*]Cc1cc(NC(=O)CCCCCCC([*])=O)cc(/C=N/c2ccc(CC(C)C)cc2)c1,True,True,False,350.0,0.5,380.6163940429688,[*]Cc1cc(NC(=O)CCCCCCC([*])=O)cc(/C=N/c2ccc(CC(C)C)cc2)c1,0.4126984126984127,3061.0,[*]Cc1ccc(NC(=O)CCCCCCCCC(=O)NC([*])(C)C)cc1,low
420,[*]Cc1ccccc1C(=O)Oc1ccc(/N=N/c2ccc(N([*])C)cc2)cc1,True,True,False,350.0,0.5,390.6281127929688,[*]Cc1ccccc1C(=O)Oc1ccc(/N=N/c2ccc(N([*])C)cc2)cc1,0.43636363636363634,5811.0,[*]c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)Oc1ccc(OC(=O)c2cc(/N=N/c3ccc(OCC)cc3)ccc2[*])cc1,low
423,[*]Cc1ccc(CCCCCC)cc1N,True,True,False,350.0,0.5,347.0220947265625,[*]Cc1ccc(CCCCCC)cc1N,0.45,1954.0,[*]CC([*])c1ccc(CCCCCC)cc1,low
425,[*]Oc1ccc2c(c1)C(=O)N(CCCC/C=C/c1ccc(-c3ccc([Si]([*])(C)C)cc3)cc1)C2=O,True,True,False,350.0,0.5,376.5286865234375,[*]Oc1ccc2c(c1)C(=O)N(CCCC/C=C/c1ccc(-c3ccc([Si]([*])(C)C)cc3)cc1)C2=O,0.5,5148.0,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,medium
426,[*]Nc1ccc(C[Si](C)(C)c2ccc([*])cc2CCCC)c(Cl)c1,True,True,False,350.0,0.5,324.8455810546875,[*]Nc1ccc(C[Si](C)(C)c2ccc([*])cc2CCCC)c(Cl)c1,0.42,2738.0,[*]CCc1ccc([*])cc1CCCC,low
427,[*]CC([*])(C)c1ccc(N(C)C(=O)CCCCC(=O)Nc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)NC(C)C)cc4)cc3)c2)cc1,True,True,False,350.0,0.5,393.2135314941406,[*]CC([*])(C)c1ccc(N(C)C(=O)CCCCC(=O)Nc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)NC(C)C)cc4)cc3)c2)cc1,0.3902439024390244,2367.0,[*]CCCCCCCCC(=O)Nc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(NC([*])=O)c4)cc3)cc2)c1,low
428,[*]Cc1cc(OC(=O)c2ccc(O[*])cc2)ccc1C(=O)OCCCC,True,True,False,350.0,0.5,377.559326171875,[*]Cc1cc(OC(=O)c2ccc(O[*])cc2)ccc1C(=O)OCCCC,0.4918032786885246,4683.0,[*]O[Si]([*])(C)CCc1cc(C(=O)Oc2ccc(OCCCC)cc2)ccc1C(=O)Oc1ccc(OCCCC)cc1,low
429,[*]Oc1ccc(C(=O)Oc2ccc(/C(C)=C/c3ccc([*])cc3OCCCCCCCC)cc2)cc1,True,True,False,350.0,0.5,402.96099853515625,[*]Oc1ccc(C(=O)Oc2ccc(/C(C)=C/c3ccc([*])cc3OCCCCCCCC)cc2)cc1,0.5079365079365079,337.0,[*]C(=O)Oc1ccc(OCCOc2ccc(OC(=O)c3ccc([*])cc3OCCCCC)cc2)cc1,medium
430,[*]CC([*])c1ccc(C(=O)OCCCCCCCCN)c(C(=O)c2ccccc2C)c1,True,True,False,350.0,0.5,340.9248046875,[*]CC([*])c1ccc(C(=O)OCCCCCCCCN)c(C(=O)c2ccccc2C)c1,0.4915254237288136,2031.0,[*]CC([*])c1ccccc1C(=O)OCCCCCC,low
431,[*]Cc1ccc(NC(=O)C(C(=O)OCCCCCC)c2ccc(C([*])=O)cc2)cc1,True,True,False,350.0,0.5,367.471923828125,[*]Cc1ccc(NC(=O)C(C(=O)OCCCCCC)c2ccc(C([*])=O)cc2)cc1,0.4482758620689655,1931.0,[*]CC([*])c1ccc(C(=O)OCCCCCC)cc1,low
435,[*]Oc1ccc(C([*])(C)COc2ccc(C=O)cc2)c(O)c1,True,True,False,350.0,0.5,380.14837646484375,[*]Oc1ccc(C([*])(C)COc2ccc(C=O)cc2)c(O)c1,0.29310344827586204,1476.0,[*]CC([*])(C)C(=O)Oc1ccc(/C=C/c2ccccc2)cc1,low
437,[*]OCCCCCCCCOc1ccc(/N=N/c2ccc(C(=O)c3ccc(OC(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3)cc2)cc1,True,True,False,350.0,0.5,356.7158203125,[*]OCCCCCCCCOc1ccc(/N=N/c2ccc(C(=O)c3ccc(OC(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3)cc2)cc1,0.5142857142857142,5031.0,[*]Oc1ccc(OCCCCCCCCCCCCOc2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,medium
438,[*]C(Oc1ccc(C=C(C)NC(=O)C#C)c([*])c1)c1cccc(C)c1,True,True,False,350.0,0.5,409.72705078125,[*]C(Oc1ccc(C=C(C)NC(=O)C#C)c([*])c1)c1cccc(C)c1,0.30158730158730157,1728.0,[*]CC([*])C(=O)Oc1cccc(C)c1,low
440,[*]CCCCC(=O)OCCOC(=O)c1ccc(N2C(=O)c3ccc(C(=O)O[*])cc3C2=O)cc1,True,True,False,350.0,0.5,379.1282043457031,[*]CCCCC(=O)OCCOC(=O)c1ccc(N2C(=O)c3ccc(C(=O)O[*])cc3C2=O)cc1,0.6181818181818182,4503.0,[*]OCCOC(=O)c1ccc2c(c1)C(=O)N(c1ccc(C([*])=O)cc1)C2=O,medium
441,[*]/C=C/c1ccc(OCC(=O)Nc2ccc(C#N)cc2)cc1NC(=O)CCCCCCCN([*])c1ccccc1,True,True,False,350.0,0.5,419.5904235839844,[*]/C=C/c1ccc(OCC(=O)Nc2ccc(C#N)cc2)cc1NC(=O)CCCCCCCN([*])c1ccccc1,0.325,2278.0,[*]CCCCCC(=O)Nc1cccc(Oc2ccc(NC([*])=O)cc2)c1,low
442,[*]Cc1cc(O)c(Oc2ccc(/C=C/C(=O)Nc3ccc(Oc4ccc([*])cc4)cc3)cc2)cc1,True,True,False,350.0,0.5,465.8394775390625,[*]Cc1cc(O)c(Oc2ccc(/C=C/C(=O)Nc3ccc(Oc4ccc([*])cc4)cc3)cc2)cc1,0.5272727272727272,1005.0,[*]C=Cc1ccc(C=CC(=O)Nc2ccc(Oc3ccc(NC([*])=O)cc3)cc2)cc1,medium
443,[*]Cc1ccc(C(C(=O)OCCCCCCCC)C(=O)Nc2ccc(OCCCCCCOc3ccc(C([*])=O)cc3)cc2)c(C)c1,True,True,False,350.0,0.5,321.7857360839844,[*]Cc1ccc(C(C(=O)OCCCCCCCC)C(=O)Nc2ccc(OCCCCCCOc3ccc(C([*])=O)cc3)cc2)c(C)c1,0.4246575342465753,1885.0,[*]CC([*])c1cc(C(=O)OCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,low
444,[*]c1cc(C)c(C=O)cc1Oc1ccc([Si]([*])(C)C)cc1C,True,True,False,350.0,0.5,416.2895202636719,[*]c1cc(C)c(C=O)cc1Oc1ccc([Si]([*])(C)C)cc1C,0.3191489361702128,4582.0,[*]O[Si](C)(C)c1ccc2cc([Si]([*])(C)C)ccc2c1,low
445,[*]CC([*])c1ccc(OCCCCCCOc2ccc(N(Cl)c3ccc(OC(=O)c4ccccc4)cc3)cc2)c(I)c1,True,True,False,350.0,0.5,329.69696044921875,[*]CC([*])c1ccc(OCCCCCCOc2ccc(N(Cl)c3ccc(OC(=O)c4ccccc4)cc3)cc2)c(I)c1,0.43478260869565216,1846.0,[*]CC([*])OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,low
447,[*]CCOc1cccc(S(=O)(=O)c2ccc(/C=C/c3ccc(C(=[*])c4ccc(C)cc4)cc3)cc2)c1,True,True,False,350.0,0.5,384.8263549804688,[*]CCOc1cccc(S(=O)(=O)c2ccc(/C=C/c3ccc(C(=[*])c4ccc(C)cc4)cc3)cc2)c1,0.35384615384615387,4543.0,[*]OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP([*])(=O)Oc3ccc(C)cc3)cc2)cc1,low
450,[*]Nc1cc(OCC(F)F)cc(-c2ccc(NCCCCCCCC([*])=O)cc2C)c1,True,True,False,350.0,0.5,356.0047302246094,[*]Nc1cc(OCC(F)F)cc(-c2ccc(NCCCCCCCC([*])=O)cc2C)c1,0.28378378378378377,3828.0,[*]Nc1ccc(OCCCCCCCCOc2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,low
451,[*]CC([*])(C)C(=O)OCc1ccc(C(Cl)(C)C)cc1N1C(=O)N(c2ccc(C(F)(F)F)cc2)C1=O,True,True,False,350.0,0.5,445.0288696289063,[*]CC([*])(C)C(=O)OCc1ccc(C(Cl)(C)C)cc1N1C(=O)N(c2ccc(C(F)(F)F)cc2)C1=O,0.45901639344262296,1448.0,[*]CC([*])(C)C(=O)OCc1ccc(Cl)cc1Cl,low
452,[*]CCCCCN(CC)C(=O)c1ccccc1C(=O)NCC(F)(F)C(=O)N[*],True,True,False,350.0,0.5,358.9361267089844,[*]CCCCCN(CC)C(=O)c1ccccc1C(=O)NCC(F)(F)C(=O)N[*],0.31746031746031744,3520.0,[*]NCCCCCCNC(=O)c1ccccc1C(=O)NNC(=O)c1ccccc1C([*])=O,low
453,[*]C(=O)NCCCCCOc1ccc(C)c(NC(=O)c2ccc(C(=O)OCC([*])C)cc2)c1,True,True,False,350.0,0.5,358.7110290527344,[*]C(=O)NCCCCCOc1ccc(C)c(NC(=O)c2ccc(C(=O)OCC([*])C)cc2)c1,0.4084507042253521,2856.0,[*]COC(=O)c1ccc(-c2ccc(OCCC(C)Oc3ccc(-c4ccc(C(=O)OCC([*])C)cc4)cc3)cc2)cc1,low
454,[*]CCCCCCOc1ccc(C(=O)N(CCCCCC)CC(=O)O[*])cc1,True,True,False,350.0,0.5,346.9702453613281,[*]CCCCCCOc1ccc(C(=O)N(CCCCCC)CC(=O)O[*])cc1,0.49206349206349204,4147.0,[*]OC(=O)CCCC(=O)Oc1cc(OC(=O)c2ccc(OCCCCCCCCCCCC)cc2)c([*])cc1OC(=O)c1ccc(OCCCCCCCCCCCC)cc1,low
455,[*]c1ccc2c(c1)C(=O)N(c1ccc(OCCCCCCCCOC(=O)c3ccc([*])cc3C#N)c(O)c1)C2=O,True,True,False,350.0,0.5,367.4577331542969,[*]c1ccc2c(c1)C(=O)N(c1ccc(OCCCCCCCCOC(=O)c3ccc([*])cc3C#N)c(O)c1)C2=O,0.4838709677419355,6777.0,[*]c1ccc2c(c1)C(=O)N(c1ccc(OCCCCCCCCCCOc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,low
456,[*]OCCCCC(=O)Oc1ccc(CC(c2ccccc2)c2ccc(OC(=O)COCCCCCNC([*])=O)cc2)cc1,True,True,False,350.0,0.5,307.8414001464844,[*]OCCCCC(=O)Oc1ccc(CC(c2ccccc2)c2ccc(OC(=O)COCCCCCNC([*])=O)cc2)cc1,0.4266666666666667,2729.0,[*]CCc1ccc(OC(=O)CCCCCCC(=O)Oc2ccc(CC(NC([*])=O)C(=O)OCc3ccccc3)cc2)cc1,low
457,[*]CC(O)CNS(=O)(=O)c1ccc(OCCCOc2ccc(-c3ccc([*])cc3)cc2)cc1,True,True,False,350.0,0.5,341.983642578125,[*]CC(O)CNS(=O)(=O)c1ccc(OCCCOc2ccc(-c3ccc([*])cc3)cc2)cc1,0.46,6195.0,[*]c1ccc(OCC(O)COc2ccc(S([*])(=O)=O)cc2)cc1,low
458,[*]CC(=O)Oc1ccc(/N=C(\C)NC(=O)c2ccc(C(=O)OC([*])CO)cc2)cc1,True,True,False,350.0,0.5,389.47662353515625,[*]CC(=O)Oc1ccc(/N=C(\C)NC(=O)c2ccc(C(=O)OC([*])CO)cc2)cc1,0.4727272727272727,1824.0,[*]CC([*])OC(=O)c1ccc(OC(C)=O)cc1,low
459,[*]CC([*])c1ccc(COCC[Si](C)(C)c2ccccc2)c(N)c1,True,True,False,350.0,0.5,317.25799560546875,[*]CC([*])c1ccc(COCC[Si](C)(C)c2ccccc2)c(N)c1,0.41509433962264153,2038.0,[*]CC([*])c1ccccc1COCCC,low
460,[*]C#CC1CCNC(=O)C(C(=O)NCCSCCSCCCCNC([*])=O)C(C)(C)C1,True,True,False,350.0,0.5,354.3817749023437,[*]C#CC1CCNC(=O)C(C(=O)NCCSCCSCCCCNC([*])=O)C(C)(C)C1,0.27941176470588236,2706.0,[*]CCSCCC(=O)NCCCCCCNC([*])=O,low
462,[*]C=C(COC)C(=O)Oc1ccc(-c2ccc(/C=C/C(=O)Nc3ccc(O[*])cc3)cc2)cc1,True,True,False,350.0,0.5,426.5524597167969,[*]C=C(COC)C(=O)Oc1ccc(-c2ccc(/C=C/C(=O)Nc3ccc(O[*])cc3)cc2)cc1,0.49122807017543857,1005.0,[*]C=Cc1ccc(C=CC(=O)Nc2ccc(Oc3ccc(NC([*])=O)cc3)cc2)cc1,low
463,[*]CC([*])CCCCC[N+](C)(C)COc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(C#N)cc3)c(C)c1)C2=O,True,True,False,350.0,0.5,426.51995849609375,[*]CC([*])CCCCC[N+](C)(C)COc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(C#N)cc3)c(C)c1)C2=O,0.379746835443038,5977.0,[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(N([*])c6ccc(C#N)cc6)cc4)C5=O)cc3C2=O)cc1,low
464,[*]c1ccc(OC(=O)Nc2ccc3c(c2)C(=O)N(c2ccc(C([*])(C)C)cc2)C3=O)cc1,True,True,False,350.0,0.5,528.9112548828125,[*]c1ccc(OC(=O)Nc2ccc3c(c2)C(=O)N(c2ccc(C([*])(C)C)cc2)C3=O)cc1,0.6833333333333333,6505.0,[*]c1ccc(Oc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7ccc(C([*])(C)C)cc7)cc6)cc5C4=O)cc3)cc2)cc1,medium
466,[*]Cc1ccc(C([*])C(=O)O)c(C(O)C(F)(F)C(F)(F)F)c1,True,True,False,350.0,0.5,358.74371337890625,[*]Cc1ccc(C([*])C(=O)O)c(C(O)C(F)(F)C(F)(F)F)c1,0.2978723404255319,3049.0,[*]Cc1ccc(CC(=O)OC([*])=O)cc1,low
467,[*]C=CC(CCCCCC)c1ccc(OC(=O)c2ccc([Si](C)(C)c3ccc(OC)cc3)cc2)c(-c2ccc([*])cc2)c1,True,True,False,350.0,0.5,381.4217224121094,[*]C=CC(CCCCCC)c1ccc(OC(=O)c2ccc([Si](C)(C)c3ccc(OC)cc3)cc2)c(-c2ccc([*])cc2)c1,0.37333333333333335,6111.0,[*]c1ccc(OC(=O)c2ccc([Si](C)(C)c3ccc(C(=O)Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,low
468,[*]CCCCN1CCC(=O)c2ccc(C(=O)OCC(C)(CC([*])=O)cc2)NC1=O,True,True,False,350.0,0.5,388.9761352539063,[*]CCCCN1CCC(=O)c2ccc(C(=O)OCC(C)(CC([*])=O)cc2)NC1=O,0.24285714285714285,2529.0,[*]CCCCN1C(=O)C2C3C=CC(C4C(=O)N([*])C(=O)C34)C2C1=O,low
469,[*]CCC(C[*])CCS(=O)(=O)CC([2H])F,True,True,False,350.0,0.5,359.2370910644531,[*]CCC(C[*])CCS(=O)(=O)CC([2H])F,0.2571428571428571,2160.0,[*]CCC([2H])(C)C([*])[2H],low
470,[*]CCCCCCCOC(=O)CN1C(=O)CCCCCCCOC(=O)c2ccccc2C(=O)OC1COC([*])=O,True,True,False,350.0,0.5,344.9287414550781,[*]CCCCCCCOC(=O)CN1C(=O)CCCCCCCOC(=O)c2ccccc2C(=O)OC1COC([*])=O,0.35443037974683544,2477.0,[*]CCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(CCCCCCCCCCC(=O)OCCCCCN4C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(CCCCCOC([*])=O)C8=O)cc6C4=O)C5=O)cc3)cc2C1=O,low
471,[*]CC(O)CN(C(=O)c1ccc(O[*])cc1)c1ccc(C(=O)Oc2ccc(/N=N/c3ccc(OC)cc3)cc2)cc1,True,True,False,350.0,0.5,463.95745849609375,[*]CC(O)CN(C(=O)c1ccc(O[*])cc1)c1ccc(C(=O)Oc2ccc(/N=N/c3ccc(OC)cc3)cc2)cc1,0.4576271186440678,1709.0,[*]CC([*])C(=O)Oc1ccc(/N=N/c2ccc(OC)cc2)cc1,low
472,[*]CC([*])c1cc(CCC(=O)N(CCCCC)C(=O)OC)ccc1-c1ccc(C#N)cc1,True,True,False,350.0,0.5,379.0328979492188,[*]CC([*])c1cc(CCC(=O)N(CCCCC)C(=O)OC)ccc1-c1ccc(C#N)cc1,0.4594594594594595,1883.0,[*]CC([*])c1cc(C(=O)OC)ccc1-c1ccc(OCCCCCCCC)cc1,low
473,[*]CC[SH](=O)(F)C(O)N(CCCC)c1ccc(N([*])C)cc1,True,True,False,350.0,0.5,329.89190673828125,[*]CC[SH](=O)(F)C(O)N(CCCC)c1ccc(N([*])C)cc1,0.37735849056603776,2537.0,[*]CCCN(C)c1ccc(C(=O)c2ccc(N([*])C)cc2)cc1,low
474,[*]NC(=O)c1cc(C(=O)Nc2cccc([*])c2)cc(-c2ccc(C(C)C)cc2)c1,True,True,False,350.0,0.5,537.8489990234375,[*]NC(=O)c1cc(C(=O)Nc2cccc([*])c2)cc(-c2ccc(C(C)C)cc2)c1,0.41818181818181815,285.0,[*]C(=O)Nc1cccc(NC(=O)c2cc([*])cc(NC(=O)c3ccccc3)c2)c1,low
475,[*]Oc1ccccc1NC(=O)Nc1ccc(CCCCCS([*])(=O)=O)cc1,True,True,False,350.0,0.5,354.96051025390625,[*]Oc1ccccc1NC(=O)Nc1ccc(CCCCCS([*])(=O)=O)cc1,0.43103448275862066,3713.0,[*]Nc1ccc(CCc2ccc(NC(=O)Nc3ccccc3CCc3ccc(NC([*])=O)cc3)cc2)cc1,low
476,[*]CC([*])C1CC(C)(C)CCOCCCOC1=O,True,True,False,350.0,0.5,370.932373046875,[*]CC([*])C1CC(C)(C)CCOCCCOC1=O,0.2916666666666667,7256.0,[*]CC([*])N1CCCC1=O,low
477,[*]Oc1ccc(NC(=O)C/C=C/c2ccc(-c3ccc(C(=O)OCCCCCC)cc3)cc2)c([*])c1,True,True,False,350.0,0.5,379.5040893554688,[*]Oc1ccc(NC(=O)C/C=C/c2ccc(-c3ccc(C(=O)OCCCCCC)cc3)cc2)c([*])c1,0.4090909090909091,4431.0,[*]OCCCCCOC(=O)c1ccc(/C=C/c2ccc(C([*])=O)cc2)cc1,low
480,[*]CC([*])C(=O)OCCCCCCN1C=C(-c2ccc(-c3ccccc3)cc2)CC1,True,True,False,350.0,0.5,391.3909301757813,[*]CC([*])C(=O)OCCCCCCN1C=C(-c2ccc(-c3ccccc3)cc2)CC1,0.5370370370370371,1645.0,[*]CC([*])C(=O)OCCCCCCCCCCCn1c2ccccc2c2ccccc21,medium
481,[*]Oc1ccc(-c2ccc(OCCCCCN3CC(=O)c4ccc([*])cc4C3=O)cc2)c(C#C)c1,True,True,False,350.0,0.5,389.7115478515625,[*]Oc1ccc(-c2ccc(OCCCCCN3CC(=O)c4ccc([*])cc4C3=O)cc2)c(C#C)c1,0.46774193548387094,5148.0,[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,low
482,[*]/C=C(\C)c1ccc(C(=O)OCCCCCS(=O)(=O)c2ccc(C3(C)CCN([*])C3=O)cc2)c2ccccc21,True,True,False,350.0,0.5,359.26824951171875,[*]/C=C(\C)c1ccc(C(=O)OCCCCCS(=O)(=O)c2ccc(C3(C)CCN([*])C3=O)cc2)c2ccccc21,0.3103448275862069,2279.0,[*]CCCCCC(=O)OCCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N([*])C)cc2)cc1,low
483,[*]CC([*])=Cc1ccc(OCCCCCCc2ccc(B)cc2C)cc1,True,True,False,350.0,0.5,337.41583251953125,[*]CC([*])=Cc1ccc(OCCCCCCc2ccc(B)cc2C)cc1,0.43859649122807015,4310.0,[*]OCCCCCCCCCCCCOc1ccc(CCc2ccc([*])cc2C)cc1,low
484,[*]CC([*])c1nc(Sc2ccc3oc(Cl)cc3c2)ccc1OCCC,True,True,False,350.0,0.5,374.60791015625,[*]CC([*])c1nc(Sc2ccc3oc(Cl)cc3c2)ccc1OCCC,0.3770491803278688,1879.0,[*]CC([*])c1cc(Br)ccc1OCCC,low
485,[*]CCCCCCCCN(C=C)c1cc(C#N)cc([*])n1,True,True,False,350.0,0.5,335.5706481933594,[*]CCCCCCCCN(C=C)c1cc(C#N)cc([*])n1,0.26666666666666666,2475.0,[*]CCCCCCCCCCN(c1ccccc1)c1ncnc(N([*])c2ccccc2)n1,low
486,[*]CC([*])C(=O)c1ccc(C(=O)Oc2ccc(CCCCCC)cc2)cc1,True,True,False,350.0,0.5,341.50836181640625,[*]CC([*])C(=O)c1ccc(C(=O)Oc2ccc(CCCCCC)cc2)cc1,0.6153846153846154,1690.0,[*]CC([*])C(=O)OCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCCC)cc3)cc2)cc1,medium
487,[*]N=P([*])(C(=O)OCCCCCCC)c1cc(C#N)cc(-c2cccc(C(F)(F)F)c2)c1S,True,True,False,350.0,0.5,313.4122009277344,[*]N=P([*])(C(=O)OCCCCCCC)c1cc(C#N)cc(-c2cccc(C(F)(F)F)c2)c1S,0.3291139240506329,1326.0,[*]CC([*])(C)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,low
488,[*]OC([*])C(C)(C)CC(OC(=O)CCCCCC)C(=O)OC,True,True,False,350.0,0.5,262.422119140625,[*]OC([*])C(C)(C)CC(OC(=O)CCCCCC)C(=O)OC,0.35185185185185186,3420.0,[*]NC(CCC(=O)OCCCCCC)C([*])=O,low
489,[*]COC(=O)CCCCC(=O)NCCOP(C)(C)OCCCC[*],True,True,False,350.0,0.5,240.74632263183597,[*]COC(=O)CCCCC(=O)NCCOP(C)(C)OCCCC[*],0.5416666666666666,2217.0,[*]CCCCC(=O)NCCCCCC(=O)OCCCCCCCCCCOC(=O)CCCCCNC([*])=O,medium
491,[*]CC(=O)NNC(=O)c1ccc(C(=O)OCCCCCOC(=O)c2ccc(N3C([*])=O)cc3C2=O)cc1,True,True,False,350.0,0.5,431.44183349609375,[*]CC(=O)NNC(=O)c1ccc(C(=O)OCCCCCOC(=O)c2ccc(N3C([*])=O)cc3C2=O)cc1,0.3835616438356164,3666.0,[*]Nc1ccc(C(=O)OCCCCCCCCCCCCOC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C([*])=O)cc2)C3=O)cc1,low
493,[*]CCCC(=O)N(CCCC([*])=O)C1CCC(C)N1,True,True,False,350.0,0.5,338.33935546875,[*]CCCC(=O)N(CCCC([*])=O)C1CCC(C)N1,0.3409090909090909,2412.0,[*]CCCCCCCCCCC(=O)N([*])C,low
494,[*]CC([*])CCCCCCN(C)C(=O)c1ccc(C(=O)OCC(F)(F)C(F)(F)Nc2ccc(C)cc2)cc1,True,True,False,350.0,0.5,323.04058837890625,[*]CC([*])CCCCCCN(C)C(=O)c1ccc(C(=O)OCC(F)(F)C(F)(F)Nc2ccc(C)cc2)cc1,0.34375,1820.0,[*]CC([*])OC(=O)c1ccc(C)cc1,low
495,[*]C=C(OCCCC)C([*])(C)C(=O)Oc1ccc(COC)cc1,True,True,False,350.0,0.5,338.64923095703125,[*]C=C(OCCCC)C([*])(C)C(=O)Oc1ccc(COC)cc1,0.4166666666666667,1372.0,[*]CC([*])(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,low
496,[*]Cc1ccc(NC(=O)c2cc(-c3ccccc3C(=O)OCC[Si]([*])(C)C)cc(C(C)=O)c2)cc1,True,True,False,350.0,0.5,432.1927490234375,[*]Cc1ccc(NC(=O)c2cc(-c3ccccc3C(=O)OCC[Si]([*])(C)C)cc(C(C)=O)c2)cc1,0.3698630136986301,3712.0,[*]Nc1ccc(CCOC(=O)c2cccc(C(=O)OCCc3ccc(NC(=O)c4cccc(C([*])=O)c4)cc3)c2)cc1,low
497,[*]C(C(=O)O[Na])c1ccc(C([*])(C)C(=O)OC)cc1,True,True,False,350.0,0.5,411.6507263183594,[*]C(C(=O)O[Na])c1ccc(C([*])(C)C(=O)OC)cc1,0.4,1048.0,[*]CC(=O)C([*])c1ccc(C(C)(C)C)cc1,low
500,[*]C(=O)Nc1cccc(/C=C/c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc([*])cc5C4=O)cc3)cc2)c1,True,True,False,350.0,0.5,556.7571411132812,[*]C(=O)Nc1cccc(/C=C/c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc([*])cc5C4=O)cc3)cc2)c1,0.34210526315789475,539.0,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(/C=C/c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,low
501,[*]CC(=O)c1ccc(OCCCCCCN2C(=O)c3ccc(S(=O)(=O)Nc4ccc([*])cc4C=O)cc3)cc2C1=O,True,True,False,350.0,0.5,444.9302368164063,[*]CC(=O)c1ccc(OCCCCCCN2C(=O)c3ccc(S(=O)(=O)Nc4ccc([*])cc4C=O)cc3)cc2C1=O,0.23863636363636365,588.0,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,low
503,[*]C(=O)O[Si]([*])(=O)C(CCC)=C(Cl)C,True,True,False,350.0,0.5,328.44403076171875,[*]C(=O)O[Si]([*])(=O)C(CCC)=C(Cl)C,0.30303030303030304,11.0,[*]/C(C)=C(/[*])CCC,low
504,[*]CC(C)CCCCC(O)c1cc(Cl)cc(N(C)C([*])=O)c1,True,True,False,350.0,0.5,323.07232666015625,[*]CC(C)CCCCC(O)c1cc(Cl)cc(N(C)C([*])=O)c1,0.2962962962962963,1945.0,[*]CC([*])c1ccc(C(O)CCN(C)C)cc1,low
