mol_id,psmiles,num_nodes,num_edges,csv_row,file_path
171,[*]CO[Si](CCCC)(CCCCCC)OCCOc1cccc(-c2ccc(O[*])cc2)c1,32,33,171,demo/finetune_high_Tg/scored/cond/graphs/batch_0/171.npz
172,[*]CC([*])(C)C(=O)OCC(C)CCCCOc1ccc(-c2ccc(P(=O)(OC)C(C)=O)cc2)cc1,35,36,172,demo/finetune_high_Tg/scored/cond/graphs/batch_0/172.npz
173,[*]Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)CN([*])C)cc1,24,24,173,demo/finetune_high_Tg/scored/cond/graphs/batch_0/173.npz
174,[*]N=P([*])(C)C(F)(F)C(F)(F)C(=O)Oc1cccc(CC)c1,22,22,174,demo/finetune_high_Tg/scored/cond/graphs/batch_0/174.npz
175,[*]C=Cc1cc(CCCCC(C)CC)c([*])n1C(=O)OC,21,21,175,demo/finetune_high_Tg/scored/cond/graphs/batch_0/175.npz
176,[*]C1=CC=C(C(=O)OCCOc2ccc([Si]([*])(C)CCCCCCC)cc2)C1=O,29,30,176,demo/finetune_high_Tg/scored/cond/graphs/batch_0/176.npz
177,[*]C(=O)C([*])(F)OCCCCCCC(=O)Nc1ccc([PH](=O)c2ccc(Br)cc2)cc1,31,32,177,demo/finetune_high_Tg/scored/cond/graphs/batch_0/177.npz
178,[*]CC(CCCCOCCOCC)C([*])/C=C/c1cc(OC(C)=O)ccc1N(C)C#N,31,31,178,demo/finetune_high_Tg/scored/cond/graphs/batch_0/178.npz
179,[*]CNc1ccccc1S(=O)(=O)CCCC(=O)Nc1ccc(Oc2ccc(/C=C(\C)CCCCS[*])cc2)cc1,40,42,179,demo/finetune_high_Tg/scored/cond/graphs/batch_0/179.npz
180,[*]Oc1ccc(CCCCCCNC(=O)c2ccc(-c3ccc([Si]([*])(C)CCC(F)(F)F)cc3)cc2)cc1,38,40,180,demo/finetune_high_Tg/scored/cond/graphs/batch_0/180.npz
181,[*]/C=C/CCCCP(=O)(C=[*])c1ccc(OCC)cc1,20,20,181,demo/finetune_high_Tg/scored/cond/graphs/batch_0/181.npz
183,[*]C#Cc1ccc(C(=O)OCCCCCCCCCCCCOC(=O)O[*])c(-c2ccccc2)c1,35,36,183,demo/finetune_high_Tg/scored/cond/graphs/batch_0/183.npz
184,[*]Nc1ccc(-c2ccc(C3(c4ccc(OC)cc4)C([*])=C3CC)cc2)cc1,28,31,184,demo/finetune_high_Tg/scored/cond/graphs/batch_0/184.npz
185,[*]CCCCCCCNC(=O)CC(C)(C)c1ccc(-c2ccc(N=[*])c(C)c2)cc1,30,31,185,demo/finetune_high_Tg/scored/cond/graphs/batch_0/185.npz
187,[*]Cc1ccc(-c2ccc(C(=O)NOC([*])=O)cc2O)c(CCC(F)(F)F)c1,28,29,187,demo/finetune_high_Tg/scored/cond/graphs/batch_0/187.npz
188,[*]/C(C)=N/[Si]([*])(C)CCc1ccc(-c2ccc(OC(=O)c3ccc([N+](=O)[O-])cc3)cc2)cc1,33,35,188,demo/finetune_high_Tg/scored/cond/graphs/batch_0/188.npz
189,[*]CCOCCOC(=O)C(C)(CCCCC(C)C)c1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)c(C[*])c1,38,39,189,demo/finetune_high_Tg/scored/cond/graphs/batch_0/189.npz
190,[*]Cc1ccc(NC(=O)CNc2ccc3c(c2)C(=O)N(C(=[*])C)C3=O)cc1,27,29,190,demo/finetune_high_Tg/scored/cond/graphs/batch_0/190.npz
191,[*]C(=[Se])CCCOc1ccc(-c2cc(OC(=O)c3ccc(C)cc3C)ccc2)c([*])c1,31,33,191,demo/finetune_high_Tg/scored/cond/graphs/batch_0/191.npz
192,[*]CC([*])(C)C(=O)Oc1ccc(-c2cc(C#N)c(OC(F)(F)F)c(C)c2)cc1S,29,30,192,demo/finetune_high_Tg/scored/cond/graphs/batch_0/192.npz
193,[*]Cc1ccc(C=CCCCCCC(=O)Nc2ccc(O[*])cc2)c(-c2ccccc2)c1,32,34,193,demo/finetune_high_Tg/scored/cond/graphs/batch_0/193.npz
194,[*]CC([*])(C)NC(=O)c1ccc(CN(C)O[Si](C)(C)C)cc1-c1ccc(C(=O)Oc2ccc(C)cc2)cc1,38,40,194,demo/finetune_high_Tg/scored/cond/graphs/batch_0/194.npz
195,[*]CCCc1ccc(CN2CC([*])OC(=O)c3ccc([N+](=O)[O-])cc32)cc1,27,29,195,demo/finetune_high_Tg/scored/cond/graphs/batch_0/195.npz
197,[*]C/C=C/C(=C=C/c1cc(C)c(O[*])c(OC)c1)NC(=O)OCCCCCCCCCC,32,32,197,demo/finetune_high_Tg/scored/cond/graphs/batch_0/197.npz
199,[*]/C=C/c1ccc(NC(=O)OCCCCOC(=O)c2cc(O[*])ccc2-c2ccc(C(F)(F)F)cc2)c(C)c1,39,41,199,demo/finetune_high_Tg/scored/cond/graphs/batch_0/199.npz
200,[*]C(C)CNC(=O)CCCCCC(=O)NC([*])C(=O)c1ccc(C(C)=O)cc1,28,28,200,demo/finetune_high_Tg/scored/cond/graphs/batch_0/200.npz
201,[*]N=COc1ccc(-c2ccc(-c3ccc([Si](C)(C)c4ccc([*])cc4)cc3)cc2-c2ccc(P(=O)(O)Oc3ccc(CC)cc3)cc2)cc1,50,55,201,demo/finetune_high_Tg/scored/cond/graphs/batch_0/201.npz
202,[*]c1ccc(OC(=O)c2ccc(-c3nc4ccc(P(=O)(O[*])OCC)cc4c3=O)cc2)c(C#N)c1,35,38,202,demo/finetune_high_Tg/scored/cond/graphs/batch_0/202.npz
203,[*]CC([*])(C)C(=O)OCC(=O)NC(=O)c1cc(C)ccc1[N+]CCCCNc1ccccc1,33,34,203,demo/finetune_high_Tg/scored/cond/graphs/batch_0/203.npz
204,[*]CCS(=O)(=O)CCOc1ccc(OC(=O)c2ccc(P(=O)(c3ccc(C#C)cc3)CC([*])C)cc2)c(C)c1,39,41,204,demo/finetune_high_Tg/scored/cond/graphs/batch_0/204.npz
205,[*]CC[N+](C)(C)CCc1ccc(N2C(=O)c3ccc(C([*])(C)C)cc3C2=O)c(OCCCC)c1,34,36,205,demo/finetune_high_Tg/scored/cond/graphs/batch_0/205.npz
206,[*]CC([*])(C)C(=O)Oc1cccc(N(CCCCCC)Oc2ccc(C(=O)c3ccc([N+](=O)[O-])cc3)cc2)c1,39,41,206,demo/finetune_high_Tg/scored/cond/graphs/batch_0/206.npz
207,[*]CCCCNC(=O)c1ccc(-c2ccc(C(=O)c3ccccc3Oc3ccc([Si]([*])=O)cc3)cc2)cc1,38,41,207,demo/finetune_high_Tg/scored/cond/graphs/batch_0/207.npz
208,[*]OCCCCC(=O)c1ccc(OC(=O)c2ccc(C(=O)N[*])cc2)cc1,27,28,208,demo/finetune_high_Tg/scored/cond/graphs/batch_0/208.npz
211,[*]CCC(=O)Oc1ccc(OC(=O)c2ccc(OCCCCCCOC(=O)c3ccc(O[*])cc3)cc2)o1,38,40,211,demo/finetune_high_Tg/scored/cond/graphs/batch_0/211.npz
212,[*]OC(=O)c1ccc(OC(=O)CCCCCCN2CCC(O[*])CC2)cc1,27,28,212,demo/finetune_high_Tg/scored/cond/graphs/batch_0/212.npz
213,[*]C#Cc1cc(OCC)c(-c2ccc(OC)cc2)cc1S([*])(=O)O,24,25,213,demo/finetune_high_Tg/scored/cond/graphs/batch_0/213.npz
214,[*]COCCOC(=O)CCCCCCNC(=O)c1ccc(S([*])(=O)=O)cc1,27,27,214,demo/finetune_high_Tg/scored/cond/graphs/batch_0/214.npz
216,[*]CC(=O)Nc1cccc(NC(=O)c2ccc(C(=O)O[*])cc2)c1COS(=O)(=O)c1ccccc1C,36,38,216,demo/finetune_high_Tg/scored/cond/graphs/batch_0/216.npz
217,[*]OCCCCCCOC(=O)c1ccc(SCCCCCCC(=O)NC(C)(C)CNC([*])=O)cc1,35,35,217,demo/finetune_high_Tg/scored/cond/graphs/batch_0/217.npz
220,[*]CC([*])(C)C(=O)Oc1ccc(CC(=O)c2ccc(OC(=O)c3ccccc3-c3ccccc3)cc2)cc1,38,41,220,demo/finetune_high_Tg/scored/cond/graphs/batch_0/220.npz
221,[*]OCCCCCCNC(=O)c1ccc(-c2ccc(C([*])=O)cc2C)c(C)c1,28,29,221,demo/finetune_high_Tg/scored/cond/graphs/batch_0/221.npz
222,[*]NC(=O)N[Si](C)(C)CCCCCCC(=O)OCC(O[*])C(=O)OCCOCCOCCOCC[Si](C)(C)OC,40,39,222,demo/finetune_high_Tg/scored/cond/graphs/batch_0/222.npz
223,[*]CC(=O)N([*])CCCCCCCCC(=O)Nc1ccc(/N=N/c2ccc(C#N)s2)cc1,32,33,223,demo/finetune_high_Tg/scored/cond/graphs/batch_0/223.npz
225,[*]CCOc1ccc(C(=O)N(CC)c2ccc(NC(=O)CCCCCCc3sc([*])nc3C)cc2)cc1,37,39,225,demo/finetune_high_Tg/scored/cond/graphs/batch_0/225.npz
226,[*]CC#Cc1ccc(OC(=O)c2cccc(C(C)(C)O)c2)cc1[*],24,25,226,demo/finetune_high_Tg/scored/cond/graphs/batch_0/226.npz
227,[*]CCC(C)CNC(=O)C#CC(CC)C(=O)N[*],18,17,227,demo/finetune_high_Tg/scored/cond/graphs/batch_0/227.npz
228,[*]OCC(C)(CC)OC(=O)Nc1ccc(SCCCCCCOc2ccc(C([*])=O)cc2)c(N)c1,35,36,228,demo/finetune_high_Tg/scored/cond/graphs/batch_0/228.npz
229,[*]CCC([*])C(=O)Sc1ccc(OC(=O)c2ccccc2C(=O)OCC(=O)O[Na])cc1,31,32,229,demo/finetune_high_Tg/scored/cond/graphs/batch_0/229.npz
230,[*]CC([*])(C)C(=O)OCCCCCOc1cnc(C(=O)O)cc1OCCCC,28,28,230,demo/finetune_high_Tg/scored/cond/graphs/batch_0/230.npz
231,[*]CC(CO)(CC)c1ccc(-c2ccc(CNC(=O)CCCCCC[Si]([*])(C)C)cc2)cc1,33,34,231,demo/finetune_high_Tg/scored/cond/graphs/batch_0/231.npz
232,[*]C(=O)c1ccc(Cc2ccc(-c3nnc([*])o3)cc2)cc1,22,24,232,demo/finetune_high_Tg/scored/cond/graphs/batch_0/232.npz
233,[*]CCCCCCCCOC(=O)CCCCCCCC(=O)NCC1CCC(CNC([*])=O)C1,33,33,233,demo/finetune_high_Tg/scored/cond/graphs/batch_0/233.npz
234,[*]C=CN(C(=O)c1ccc(CCC(=O)OCc2ccccc2)cc1)C([*])=O,27,28,234,demo/finetune_high_Tg/scored/cond/graphs/batch_0/234.npz
235,[*]COC(=O)NCC(CNC([*])=O)C(C)(C)c1ccccc1,22,22,235,demo/finetune_high_Tg/scored/cond/graphs/batch_0/235.npz
236,[*]CC([*])(C)C(=O)N[Si](CC)CCCCOc1ccc(C#N)cc1,24,24,236,demo/finetune_high_Tg/scored/cond/graphs/batch_0/236.npz
237,[*]C=Cc1cccc(N(C)C(=O)CCCC([*])C)c1,19,19,237,demo/finetune_high_Tg/scored/cond/graphs/batch_0/237.npz
238,[*]Cc1ccc(C(=O)CCCCCCCC(=O)NCC(=O)Oc2ccc(-c3ccc([*])cc3)cc2)c(Br)c1,38,40,238,demo/finetune_high_Tg/scored/cond/graphs/batch_0/238.npz
239,[*]CCCc1ccc(/C=C/C([*])=O)nc1SCCCCCCCOCC,26,26,239,demo/finetune_high_Tg/scored/cond/graphs/batch_0/239.npz
240,[*]CCCN(C)c1cccc(C(=O)N[Se]CCCCCC(=O)O[*])c1,25,25,240,demo/finetune_high_Tg/scored/cond/graphs/batch_0/240.npz
241,[*]CC(c1ccc(C(C)C)cc1)N([*])C(=O)CC[Si](C)(C)C,22,22,241,demo/finetune_high_Tg/scored/cond/graphs/batch_0/241.npz
243,[*]Nc1ccc(C=C(C)C(=O)Nc2ccc(OCc3ccc([*])cc3)cc2)cc1,29,31,243,demo/finetune_high_Tg/scored/cond/graphs/batch_0/243.npz
244,[*]CCCCCCCCOC(=O)Nc1ccccc1CCCCNC(=O)O[*],28,28,244,demo/finetune_high_Tg/scored/cond/graphs/batch_0/244.npz
245,[*]CCCCCCNc1ccc([*])cc1-c1ccc(N(CC)CC)cc1,26,27,245,demo/finetune_high_Tg/scored/cond/graphs/batch_0/245.npz
246,[*]CCCCC(=O)Nc1ccc(Oc2ccccc2-c2ccc(S(=O)(=O)c3ccc(O[*])cc3)c(S(=O)(=O)O)c2)cc1,42,45,246,demo/finetune_high_Tg/scored/cond/graphs/batch_0/246.npz
247,[*]CC([*])(C)C(=O)OC(C)(C)c1ccc(CS)cc1Br,20,20,247,demo/finetune_high_Tg/scored/cond/graphs/batch_0/247.npz
248,[*]Nc1cc(C(=O)C#N)c(Oc2cccc([*])c2)cc1S(=O)(=O)O,24,25,248,demo/finetune_high_Tg/scored/cond/graphs/batch_0/248.npz
249,[*]CCCCCCCCOc1ccc(S(=O)(=O)c2cccc(NC(=O)CCCCCCC(=CC([*])=O)CC)c2)cc1,41,42,249,demo/finetune_high_Tg/scored/cond/graphs/batch_0/249.npz
250,[*]CCCCCOc1ccc(/N=C/C(=O)c2ccc(OCCCCCCCCCCCCCC)cc2)cc1COC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1,60,63,250,demo/finetune_high_Tg/scored/cond/graphs/batch_0/250.npz
251,[*]CCOC(=O)c1ccc(N2CC(CC(=O)Nc3ccccc3C(=O)O[*])CC2(C)C)cc1,33,35,251,demo/finetune_high_Tg/scored/cond/graphs/batch_0/251.npz
252,[*]CCCCCCC(C)S(=O)(=O)CCOC(=O)Nc1ccc(CCc2ccc(CCCC)cc2)cc1[*],37,38,252,demo/finetune_high_Tg/scored/cond/graphs/batch_0/252.npz
253,[*]/C=C/C([*])(C)C(=O)OCCCCN(C)c1ccc(OS(=O)(=O)O[Na])cc1C,28,28,253,demo/finetune_high_Tg/scored/cond/graphs/batch_0/253.npz
254,[*]c1ccc(N([*])CCC(C)(CCCCCC)CCCC)o1,22,22,254,demo/finetune_high_Tg/scored/cond/graphs/batch_0/254.npz
255,[*]c1ccc(OC(=O)CCCCCC(CC)Nc2ccc(NC([*])=O)o2)cc1,28,29,255,demo/finetune_high_Tg/scored/cond/graphs/batch_0/255.npz
256,[*]CCCCOc1ccccc1/C=C/C(C)c1ccc(O[*])c(C)c1,25,26,256,demo/finetune_high_Tg/scored/cond/graphs/batch_0/256.npz
257,[*]Cc1ccc(OCCOCCOCCOCCOc2ccc(S(=O)(=O)c3cccc(O[*])c3)cc2)cc1-c1cc(NC(=O)O[Na])cc(Cl)c1,50,53,257,demo/finetune_high_Tg/scored/cond/graphs/batch_0/257.npz
258,[*]NCCCCCCCCNC(=O)c1ccc(S([*])=O)cc1,22,22,258,demo/finetune_high_Tg/scored/cond/graphs/batch_0/258.npz
259,[*]CC([*])(C)C(=O)OCCCCC(=O)N1CCCCC(NC(=O)c2ccccc2)C1=O,31,32,259,demo/finetune_high_Tg/scored/cond/graphs/batch_0/259.npz
260,[*]C(=O)c1ccc(C(=O)OCC(CCCCCCCCCC)c2ccc(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)o1,50,53,260,demo/finetune_high_Tg/scored/cond/graphs/batch_0/260.npz
261,[*]c1ccc([*])c(Nc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1,31,32,261,demo/finetune_high_Tg/scored/cond/graphs/batch_0/261.npz
262,[*]C(=O)c1ccccc1C(=O)OC(c1ccc(C)cc1)C([*])O,23,24,262,demo/finetune_high_Tg/scored/cond/graphs/batch_0/262.npz
263,[*]Nc1ccccc1C(=O)OC(=O)N(C)CCCNC([*])=O,22,22,263,demo/finetune_high_Tg/scored/cond/graphs/batch_0/263.npz
264,[*]Cc1ccccc1Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,40,44,264,demo/finetune_high_Tg/scored/cond/graphs/batch_0/264.npz
265,[*]c1ccc([Si]([*])(C)c2ccc(C#CCCCCCCC)cc2)c(C)c1,26,27,265,demo/finetune_high_Tg/scored/cond/graphs/batch_0/265.npz
266,[*]CC([*])(C)C(=O)NCCCNC(=O)Cc1ccc(Oc2ccc(CC)cc2)cc1,30,31,266,demo/finetune_high_Tg/scored/cond/graphs/batch_0/266.npz
267,[*]CCCc1cc(Cl)c(O[*])c(S(=O)(=O)CCCCCCCCCCC)c1,27,27,267,demo/finetune_high_Tg/scored/cond/graphs/batch_0/267.npz
268,[*]CCCCC(=O)Oc1ccc(Sc2ccc(OC(=O)c3ccc(O[*])o3)cc2)cc1,31,33,268,demo/finetune_high_Tg/scored/cond/graphs/batch_0/268.npz
270,[*]CCCCCCOC(=O)N1CCCC(C(F)(F)COC(=O)O[*])C1,25,25,270,demo/finetune_high_Tg/scored/cond/graphs/batch_0/270.npz
271,[*]Oc1ccc(NC(=O)CCCCCC(C)(C)C(=O)Nc2ccc(COC(=O)S[*])s2)c(C)c1,34,35,271,demo/finetune_high_Tg/scored/cond/graphs/batch_0/271.npz
272,[*]OCCCOC(=O)c1ccc(C(=O)OC(C)(C)C(=O)Oc2ccc([*])cc2)cc1,30,31,272,demo/finetune_high_Tg/scored/cond/graphs/batch_0/272.npz
273,[*]OC(=O)C/C(C)=N/CC([*])C(=O)OC(=O)c1ccc(C)cc1,23,23,273,demo/finetune_high_Tg/scored/cond/graphs/batch_0/273.npz
274,[*]c1ccc(NCCCCC[Si](C)(C)c2ccc(-c3ccc(Cl)c(N([*])C(=O)c4ccc(C)cc4)c3)cc2)cc1,40,43,274,demo/finetune_high_Tg/scored/cond/graphs/batch_0/274.npz
275,[*]CCCCNOC(=O)c1ccc(C(=O)N[*])c(OCCCCCCOCC(O)CO)c1,32,32,275,demo/finetune_high_Tg/scored/cond/graphs/batch_0/275.npz
276,[*]/C=C/C(C)(C)C(=O)NCCCCCCS(=O)(=O)N([*])OCC,23,22,276,demo/finetune_high_Tg/scored/cond/graphs/batch_0/276.npz
277,[*]Nc1ccc(N=Nc2ccc(C#N)cc2[Si](=O)(F)c2ccc([Si]([*])(C)C)cc2)c(C)c1,32,34,277,demo/finetune_high_Tg/scored/cond/graphs/batch_0/277.npz
278,[*]c1cc(CC)c(/C=C/c2ccc(-c3ccc(-c4ccc(N([*])c5ccc(S(C)(=O)=O)cc5)cc4)cc3)cc2)c(C)c1,42,46,278,demo/finetune_high_Tg/scored/cond/graphs/batch_0/278.npz
279,[*]CC([*])CCCC(=O)Nc1ccc(C)c(CCCCOCCOC)c1,26,26,279,demo/finetune_high_Tg/scored/cond/graphs/batch_0/279.npz
280,[*]Cc1cc(Br)c(Cc2ccc(N=[*])cc2C)c(C)c1,20,21,280,demo/finetune_high_Tg/scored/cond/graphs/batch_0/280.npz
281,[*]Oc1cc(S(=O)(=O)c2ccc(Oc3ccc(/C=C/c4ccc(C([*])=O)cc4)cc3)cc2C(C)(C)C)ccc1,39,42,281,demo/finetune_high_Tg/scored/cond/graphs/batch_0/281.npz
282,[*]Oc1ccc(ON2C(=O)c3ccc(C(=O)c4ccc([*])cc4C3=O)cc2)cc1C,30,33,282,demo/finetune_high_Tg/scored/cond/graphs/batch_0/282.npz
283,[*]O[Si](C)(C)CCCCCCOC(=O)Nc1cccc(C(=[*])C)c1,24,24,283,demo/finetune_high_Tg/scored/cond/graphs/batch_0/283.npz
284,[*]CCCCCNC(=O)c1ccc(-c2cc(CC(=O)O[*])cc(C(C)=O)c2)cc1,29,30,284,demo/finetune_high_Tg/scored/cond/graphs/batch_0/284.npz
285,[*]CCC(O)COc1ccc(C(=O)OCCCCCC)c(S([*])(=O)=O)c1,26,26,285,demo/finetune_high_Tg/scored/cond/graphs/batch_0/285.npz
286,[*]CCC(=O)N/C=C/CCCCNC(=O)CCCCCCCC(=O)Nc1ccc(O[*])cc1,33,33,286,demo/finetune_high_Tg/scored/cond/graphs/batch_0/286.npz
287,[*]Nc1ccc(/C=C/c2ccc(N([*])C(=O)C(C)CCSC)cc2)cc1,26,27,287,demo/finetune_high_Tg/scored/cond/graphs/batch_0/287.npz
288,[*]C(=O)NCCCCC[Sn](C)(C)CCOC(=O)c1ccc([*])nc1,24,24,288,demo/finetune_high_Tg/scored/cond/graphs/batch_0/288.npz
289,[*]Oc1cccc(N2C(=O)c3ccc(Oc4ccc([*])cc4)cc3C2=O)c1,27,30,289,demo/finetune_high_Tg/scored/cond/graphs/batch_0/289.npz
290,[*]Nc1cc(C(=O)c2ccc(OC(=O)CCCCCC(=O)Sc3ccc([*])cc3)cc2)ccc1-c1ccc(N(C)C)cc1,43,46,290,demo/finetune_high_Tg/scored/cond/graphs/batch_0/290.npz
291,[*]Cc1ccc(/C=C2\CCCCCCCCCCC/C(=C\c3ccc(C(=O)NCC(=O)CCCC(=O)NC(=O)c4ccc(C(=O)S[*])cc4)cc3)C2=O)c(C)c1,56,59,291,demo/finetune_high_Tg/scored/cond/graphs/batch_0/291.npz
292,[*]CC([*])(CC)C(=O)OCCCCCCCCCc1ccc(C=C)c(C)c1,27,27,292,demo/finetune_high_Tg/scored/cond/graphs/batch_0/292.npz
293,[*]CCCCCCNc1cc(SCCCCCCCC)c(C(=O)NCCC[*])cc1C,31,31,293,demo/finetune_high_Tg/scored/cond/graphs/batch_0/293.npz
294,[*]CC([*])(OCC(C)Cl)S(=O)(=O)Oc1cc(F)cc(F)c1F,22,22,294,demo/finetune_high_Tg/scored/cond/graphs/batch_0/294.npz
295,[*]CC(Oc1ccc(OCC#N)cc1)C(=O)CC(C)(C)C([*])=O,23,23,295,demo/finetune_high_Tg/scored/cond/graphs/batch_0/295.npz
296,[*]C[Si]([*])(C)CCOC(C)(CCc1ccccc1)C(F)(F)F,22,22,296,demo/finetune_high_Tg/scored/cond/graphs/batch_0/296.npz
297,[*]CC(CCCCCC)OC(=O)c1ccc(-c2nnc(OS(=O)(=O)CCC(=O)O[*])cc2)cc1,34,35,297,demo/finetune_high_Tg/scored/cond/graphs/batch_0/297.npz
298,[*]CCCCC(C)(CCCCCCCC)C(=O)OCC(=O)O[*],23,22,298,demo/finetune_high_Tg/scored/cond/graphs/batch_0/298.npz
299,[*]C1CC(CB([*])CCCCCCOc2ccc(-c3ccc(C#C)cc3OCCCC)cc2)C1(C)C,36,38,299,demo/finetune_high_Tg/scored/cond/graphs/batch_0/299.npz
300,[*]/C=C/c1ccc(OC(=O)CCCCCN2CC(c3ccc(C([*])=O)cc3)C(=O)c3ccccc32)cc1,37,40,300,demo/finetune_high_Tg/scored/cond/graphs/batch_0/300.npz
301,[*]C(C)C([*])c1ccc(C(CCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1OC,30,30,301,demo/finetune_high_Tg/scored/cond/graphs/batch_0/301.npz
302,[*]Oc1ccc(C(c2ccc(O[Si](C)(C)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)C([*])=O)cc1,37,38,302,demo/finetune_high_Tg/scored/cond/graphs/batch_0/302.npz
303,[*]Sc1ccc(/C=C(\C)OC(COc2ccc(C([*])=O)cc2)C(F)(F)F)cc1,28,29,303,demo/finetune_high_Tg/scored/cond/graphs/batch_0/303.npz
304,[*]Oc1cc(C(C)(C)C)c(OCCCCCCCC)cc1OC(=O)c1ccc([*])c(O)c1,32,33,304,demo/finetune_high_Tg/scored/cond/graphs/batch_0/304.npz
305,[*]NC(=O)c1ccc(C(=O)N(CCc2ccc([*])cc2)C=C)cc1,24,25,305,demo/finetune_high_Tg/scored/cond/graphs/batch_0/305.npz
307,[*]CNC(=O)c1ccc(C(=O)Oc2ccc(S(=O)(=O)c3ccc(OC(=O)c4cnc([*])cc4)cc3)cc2)cc1,39,42,307,demo/finetune_high_Tg/scored/cond/graphs/batch_0/307.npz
308,[*]CC=P([*])(CCCCCCC(=O)OCCCCCCCC)C(=O)OCC,27,26,308,demo/finetune_high_Tg/scored/cond/graphs/batch_0/308.npz
309,[*]CC[PH](=O)(O[*])OCC(F)(F)C(F)(F)OC(=O)c1ccc(Cl)c(Cl)c1,26,26,309,demo/finetune_high_Tg/scored/cond/graphs/batch_0/309.npz
310,[*]Nc1cccc(C(C)(C)c2ccc(S([*])(=O)=O)cc2)c1,21,22,310,demo/finetune_high_Tg/scored/cond/graphs/batch_0/310.npz
311,[*]CCCNC(=O)c1ccc(/C=C/CCCCCCNC(=O)c2ccc(C(=O)N[*])cc2)cc1,34,35,311,demo/finetune_high_Tg/scored/cond/graphs/batch_0/311.npz
312,[*]CC([*])(C)C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2cccc(C(C)(C)C)c2)C3=O)cc1,38,41,312,demo/finetune_high_Tg/scored/cond/graphs/batch_0/312.npz
313,[*]=CNc1ccc(C=C2c3ccccc32)nc1,17,19,313,demo/finetune_high_Tg/scored/cond/graphs/batch_0/313.npz
314,[*]/C=C/C=C/NC(=O)CCCCCCCC(=O)Nc1ccc(N2C(=O)c3ccc([*])cc3C2(C)C)cc1,37,39,314,demo/finetune_high_Tg/scored/cond/graphs/batch_0/314.npz
315,[*]OCCCCOc1ccc(P(=O)(O)Oc2ccc(-c3c(C)cc([*])cc3C)cc2)cc1,32,34,315,demo/finetune_high_Tg/scored/cond/graphs/batch_0/315.npz
316,[*]CC(CCCCNC([*])=O)S(=O)(=O)O[Si](C)(C)C,19,18,316,demo/finetune_high_Tg/scored/cond/graphs/batch_0/316.npz
317,[*]OC(=O)c1ccc(C(C)(C)CCCCCCCCCO)c(NC(=O)Nc2ccc(C([*])=O)cc2)c1,36,37,317,demo/finetune_high_Tg/scored/cond/graphs/batch_0/317.npz
318,[*]CC(CCOc1ccccc1NC(=O)N[*])C(=O)OCCOc1ccc(N2CCCCCC2)cc1,36,38,318,demo/finetune_high_Tg/scored/cond/graphs/batch_0/318.npz
319,[*]CCCCOC(=O)c1ccc(NC(=O)NC2CCCCCN=C(C([*])=O)CC2)cc1,31,32,319,demo/finetune_high_Tg/scored/cond/graphs/batch_0/319.npz
320,[*]/C=C/c1ccc(O[*])cc1-c1ccc(NC(C)=S)cc1,21,22,320,demo/finetune_high_Tg/scored/cond/graphs/batch_0/320.npz
321,[*]COC1=CC=C(C(=O)OCCOc2ccc(SC(=O)c3ccc(O[*])cc3)cc2)c2ccccc21,36,39,321,demo/finetune_high_Tg/scored/cond/graphs/batch_0/321.npz
322,[*]CCCCC(=O)NOCCc1ccc([*])cc1,18,18,322,demo/finetune_high_Tg/scored/cond/graphs/batch_0/322.npz
323,[*]N=C(c1ccc(C(=O)NCCCCC)cc1)c1cccc(C(=O)Oc2ccc([*])cc2)c1,33,35,323,demo/finetune_high_Tg/scored/cond/graphs/batch_0/323.npz
324,[*]C([*])C(=O)Nc1ccc(NC(C)(C)CCCCCCCCCOC(C)C)cc1,29,29,324,demo/finetune_high_Tg/scored/cond/graphs/batch_0/324.npz
325,[*]CC([*])(C)C(=O)Oc1ccc(C(C)(C)CCCCCC)cc1OC(C)C,27,27,325,demo/finetune_high_Tg/scored/cond/graphs/batch_0/325.npz
326,[*]CC([*])C(=O)Oc1ccc(C#N)cc1,15,15,326,demo/finetune_high_Tg/scored/cond/graphs/batch_0/326.npz
327,[*]CCNC(=O)C1CCC(C(=O)NCCC(=O)N[*])C(Cl)=C1C,23,23,327,demo/finetune_high_Tg/scored/cond/graphs/batch_0/327.npz
329,[*]CCCNC(=O)c1cc(CCCCCC)c(C2(C)COC(=O)C2O[*])cc1O,29,30,329,demo/finetune_high_Tg/scored/cond/graphs/batch_0/329.npz
330,[*]C=C(CCCC(=O)Oc1ccc(C#N)cc1)C(=O)Oc1ccccc1C([*])=O,29,30,330,demo/finetune_high_Tg/scored/cond/graphs/batch_0/330.npz
